,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
777,26.6.2002,2002/229,Monjek Rosenheim,FDP,Rosemarie Berthoud,FDP,Schul- und Sportdepartement (SSD)
778,21.01.2015,2015/18,Min Li Marti,SP,Jean-Daniel Strub,SP,
779,7.12.2005,2005/527,Daniel Leupi,Grüne,Ueli Nagel,Grüne,Polizeidepartement (PD)
780,15.1.2003,2003/6,Theo Hauri,SVP,Monika Erfigen,SVP,
781,19.12.2018,2018/504,Walter Angst,AL,Jean-Daniel Strub,SP,
782,28.6.2000,2000/310,Bruno Sidler,SVP,Monika Erfigen,SVP,Departement der Industriellen Betriebe (DIB)
783,03.11.2010,2010/462,Matthias Probst,Grüne,Christina Hug,Grüne,Finanzdepartement (FD)
784,30.03.2011,2011/97,Guido Trevisan,GLP,Ann-Catherine Nabholz,GLP,Tiefbau- und Entsorgungsdepartement (TED)
785,11.04.2007,2007/185,Guido Bergmaier,SVP,Bruno Amacker,SVP,Hochbaudepartement (HBD)
786,17.11.2010,2010/476,Guido Bergmaier,SVP,Daniel Regli,SVP,Präsidialdepartement (PRD)
787,12.6.1996,1996/210,Peter Stähli-Barth,SP,Christoph Hug,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
788,23.11.2011,2007/634,Rebekka Wyler,SP,Rolf Kuhn,SP,
789,21.03.2007,2007/152,Salvatore Di Concilio,SP,Fakir Atalay,SP,Polizeidepartement (PD)
790,05.06.2013,2013/204,Gabriele Kisker,Grüne,Markus Knauss,Grüne,
791,21.3.2007,2007/146,Salvatore Di Concilio,SP,Kyriakos Papageorgiou,SP,Finanzdepartement (FD)
792,25.02.2016,2016/49,Samuel Balsiger,SVP,Stefan Urech,SVP,
793,14.11.2007,2007/608,Esther Weibel Waser,SP,Marianne Dubs Früh,SP,Schul- und Sportdepartement (SSD)
794,02.03.2016,2016/61,Rebekka Wyler,SP,Ezgi Akyol,AL,
795,22.12.2010,2008/289,Niklaus Scherr,AL,Claudia Nielsen,SP,Departement der Industriellen Betriebe (DIB)
796,11.07.2018,2018/289,Corina Gredig,GLP,Marion Schmid,SP,
797,06.09.2006,2006/369,Roger Bartholdi,SVP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
798,28.11.2018,2018/470,Yasmine Bourgeois,FDP,Pablo Bünger,FDP,
799,9.11.2005,2005/453,Markus Knauss,Grüne,Claudia Nielsen,SP,Polizeidepartement (PD)
800,17.3.2004,2004/132,Roger Liebi,SVP,Rolf Stucker,SVP,Finanzdepartement (FD)
801,16.06.2010,2010/264,Daniel Meier,CVP,Robert Schönbächler,CVP,Finanzdepartement (FD)
802,21.10.2015,2015/335,Martin Götzl,SVP,Derek Richter,SVP,
803,16.04.2014,2014/126,Pawel Silberring,SP,Christian Traber,CVP,
804,01.12.2010,2010/502,Fabienne Vocat,Grüne,Michael Baumer,FDP,Hochbaudepartement (HBD)
805,13.03.2013,2013/86,Karin Rykart Sutter,Grüne,Peider Filli,Grüne,Gesundheits- und Umweltdepartement (GUD)
806,08.01.20,2000/270,Romeo Steiner,CVP,Adrian Hug,CVP,
807,28.11.2018,2018/464,Balz Bürgisser,Grüne,Ursula Näf,SP,Stadtrat
808,08.01.20,1990/490,Salomon Browar,Grüne,Toni Baur,Grüne,Polizeidepartement (PD)
809,5.6.2002,2002/188,Cornelia Schaub,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
810,15.12.2004,2004/668,Markus Schwyn,PFZ,Roger Liebi,SVP,Finanzdepartement (FD)
811,16.09.2015,2015/309,Andreas Edelmann,SP,Markus Kunz,Grüne,
812,3.2.1999,1999/52,Peter Marti,FDP,Monjek Rosenheim,FDP,Polizeidepartement (PD)
813,08.01.20,1995/258,Marianne Urech-Bürgi,FDP,Karl Gafner,FDP,Schul- und Sportdepartement (SSD)
814,23.11.2005,2005/490,Markus Schwyn,PFZ,Roger Liebi,SVP,Finanzdepartement (FD)
815,27.02.2013,2013/51,Marc Bourgeois,FDP,Tamara Lauber,FDP,Rückzug
816,29.10.2003,2003/402,Roger Bartholdi,SVP,Mauro Tuena,SVP,
817,30.10.2013,2013/370,Michael Schmid,FDP,Tamara Lauber,FDP,
818,2.2.2000,2000/39,Lorenz Habicher,SVP,Marina Garzotto,SVP,Schul- und Sportdepartement (SSD)
819,5.11.2003,2003/416,Georg Schmid,CVP,Werner Sieg,SP,Tiefbau- und Entsorgungsdepartement (TED)
820,7.6.2006,2006/221,Bastien Girod,Grüne,Pascal Pauli,Grüne,
821,10.01.2018,2018/5,Balz Bürgisser,Grüne,Jean-Daniel Strub,SP,Stadtrat
822,1.10.2003,2003/370,Roger Bartholdi,SVP,Bernhard im Oberdorf,SVP,
823,08.01.20,2002/163,Ronald Schmid,FDP,Jürg R. Schüepp,FDP,
824,24.1.2007,2007/30,Karin Rykart Sutter,Grüne,Astrid Hirzel,CVP,
825,17.1.2007,2007/18,Esther Weibel Waser,SP,Min Li Marti,SP,Präsidialdepartement (PRD)
826,31.5.2006,2006/209,Pascal Pauli,Grüne,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
827,12.03.2014,2014/70,Markus Knauss,Grüne,Matthias Probst,Grüne,
828,06.07.2011,2011/261,Jacqueline Badran,SP,Balthasar Glättli,Grüne,Finanzdepartement (FD)
829,1.9.2004,2004/456,Kurt Maeder,CVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
830,08.01.20,2009/307,Claudia Nielsen,SP,Davy Graf,SP,Departement der Industriellen Betriebe (DIB)
831,20.05.2015,2015/137,Min Li Marti,SP,Samuel Dubno,GLP,
832,12.03.2008,2008/114,Susi Gut,PFZ,Markus Schwyn,PFZ,
833,3.10.2001,2001/507,Raphaela-Franziska Ulcay-Hauser,SVP,Luzi Rüegg,SVP,Gesundheits- und Umweltdepartement (GUD)
834,07.03.2018,2018/100,Maria del Carmen Señorán,SVP,Dubravko Sinovcic,SVP,Sicherheitsdepartement (SID)
835,03.07.2019,2019/313,Markus Merki,GLP,Heidi Egger,SP,
836,30.09.2009,2009/449,Christian Aeschbach,FDP,Christina Hug,Grüne,Departement der Industriellen Betriebe (DIB)
837,30.6.1999,1999/295,Reto Dettli,SP,Balthasar Glättli,Grüne,Polizeidepartement (PD)
838,1.10.1997,1997/407,Markus Bischoff,AL,Niklaus Scherr,AL,Tiefbau- und Entsorgungsdepartement (TED)
839,28.1.2004,2004/49,Markus Schwyn,PFZ,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
840,23.10.2002,2002/413,André Odermatt,SP,Niklaus Scherr,AL,Hochbaudepartement (HBD)
841,16.01.2019,2019/18,Katharina Prelicz-Huber,Grüne,Balz Bürgisser,Grüne,Gemeinderat
842,25.9.2002,2002/361,Rolf André Siegenthaler-Benz,SVP,Hans Marolf,SVP,Polizeidepartement (PD)
843,08.01.20,2010/28,Hans Jörg Käppeli,SP,André Odermatt,SP,
844,9.6.1999,1999/242,Hans Bachmann,FDP,Monjek Rosenheim,FDP,Präsidialdepartement (PRD)
845,25.2.2004,2004/75,Michael Baumer,FDP,Balthasar Glättli,Grüne,
846,18.9.2002,2002/349,Hans Bachmann,FDP,Doris Fiala,FDP,Polizeidepartement (PD)
847,19.09.2012,2012/349,Daniel Regli,SVP,Roger Bartholdi,SVP,
848,06.01.2010,2010/14,Monika Bloch Süss,CSP,Thomas Wyss,Grüne,
849,4.2.2004,2004/61,Martin Burger,SVP,Kurt Haueter,SVP,Departement der Industriellen Betriebe (DIB)
850,27.10.1999,1999/531,Christoph Hug,Grüne,Balthasar Glättli,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
851,19.09.2012,2012/348,Martin Bürlimann,SVP,Guido Bergmaier,SVP,
852,18.9.2002,2002/348,Christine Stokar Gasser,SP,Franziska Graf,SP,Schul- und Sportdepartement (SSD)
853,15.09.2004,2004/494,Bernhard im Oberdorf,SVP,Cornelia Schaub,SVP,Gesundheits- und Umweltdepartement (GUD)
854,25.9.2002,2002/360,Roger Liebi,SVP,Rolf André Siegenthaler-Benz,SVP,Polizeidepartement (PD)
855,05.07.2017,2017/225,Pawel Silberring,SP,Renate Fischer,SP,
856,15.05.2013,2013/167,Markus Knauss,Grüne,Matthias Probst,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
857,23.10.2002,2002/412,Doris Fiala,FDP,Beat Badertscher,FDP,Polizeidepartement (PD)
858,28.1.2004,2004/48,Mauro Tuena,SVP,Marina Garzotto,SVP,Schul- und Sportdepartement (SSD)
859,07.11.2012,2012/406,Martin Bürlimann,SVP,Ruggero Tomezzoli,SVP,Stadtschreiber/in (STS)
860,5.2.2003,2003/41,Kurt Krebs,SL,Arthur Bernet,SVP,Präsidialdepartement (PRD)
861,1.10.1997,1997/406,Markus Bischoff,AL,Niklaus Scherr,AL,Tiefbau- und Entsorgungsdepartement (TED)
862,30.6.1999,1999/294,Balthasar Glättli,Grüne,Reto Dettli,SP,Polizeidepartement (PD)
863,16.6.2004,2004/319,Bruno Amacker,SVP,Rolf Stucker,SVP,Präsidialdepartement (PRD)
864,23.6.1999,1999/280,Lorenz Habicher,SVP,Marina Garzotto,SVP,Schul- und Sportdepartement (SSD)
865,30.09.2009,2009/448,Christian Wenger,SD,Ueli Brasser,SD,Finanzdepartement (FD)
866,12.03.2008,2008/115,Markus Schwyn,PFZ,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
867,01.07.2009,2009/306,Mirella Wepf,SP,Claudia Nielsen,SP,Präsidialdepartement (PRD)
868,22.10.2014,2014/325,Nina Fehr Düsel,SVP,Karin Weyermann,CVP,
869,21.2.1990,2003/96,Corine Mauch,SP,André Odermatt,SP,
870,7.11.2007,2007/594,Salvatore Di Concilio,SP,Hans Urs von Matt,SP,Rückzug
871,1.9.2004,2004/457,Gregor Bucher,Grüne,Daniel Leupi,Grüne,Schul- und Sportdepartement (SSD)
872,03.07.2019,2019/312,David Garcia Nuñez,AL,Ezgi Akyol,AL,Zuteilung ausstehend
873,07.03.2018,2018/101,Katharina Prelicz-Huber,Grüne,Markus Kunz,Grüne,Sozialdepartement (SD)
874,3.10.2001,2001/506,Luzi Rüegg,SVP,Raphaela-Franziska Ulcay-Hauser,SVP,Gesundheits- und Umweltdepartement (GUD)
875,11.07.2011,2011/274,Marc Bourgeois,FDP,Claudia Simon,FDP,Polizeidepartement (PD)
876,13.4.2005,2005/136,Mauro Tuena,SVP,Roger Liebi,SVP,
877,08.06.2016,2016/208,Markus Merki,GLP,Isabel Garcia,GLP,Hochbaudepartement (HBD)
878,17.1.2007,2007/19,Esther Weibel Waser,SP,Elisabeth Makwana-Boss,SP,Präsidialdepartement (PRD)
879,24.9.2003,2003/359,Mauro Tuena,SVP,Roger Liebi,SVP,Polizeidepartement (PD)
880,10.01.2018,2018/4,Guy Krayenbühl,GLP,Sven Sobernheim,GLP,Stadtrat
881,07.06.2006,2006/220,Richard Rabelbauer,EVP,Bastien Girod,Grüne,Präsidialdepartement (PRD)
882,5.11.2003,2003/417,Daniel Leupi,Grüne,Ueli Nagel,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
883,2.2.2000,2000/38,Bruno Sidler,SVP,Lorenz Habicher,SVP,Schul- und Sportdepartement (SSD)
884,18.04.2012,2012/176,Claudia Rabelbauer,EVP,Martin Mächler,EVP,Departement der Industriellen Betriebe (DIB)
885,24.1.2007,2007/31,Daniel Leupi,Grüne,Markus Knauss,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
886,1.10.2003,2003/371,Mauro Tuena,SVP,Roger Bartholdi,SVP,Polizeidepartement (PD)
887,27.02.2013,2013/50,Ursula Uttinger,FDP,Jean-Daniel Strub,SP,Schul- und Sportdepartement (SSD)
888,3.2.1999,1999/53,Luzi Rüegg,SVP,Kurt Miescher,SD,Departement der Industriellen Betriebe (DIB)
889,14.6.2006,2006/234,Heinz Jacobi,SP,Judith Bucher,SP,Finanzdepartement (FD)
890,5.6.2002,2002/189,Roger Bartholdi,SVP,Raphaela-Franziska Ulcay-Hauser,SVP,Polizeidepartement (PD)
891,1.10.2008,2008/459,Karin Rykart Sutter,Grüne,Markus Knauss,Grüne,Finanzdepartement (FD)
892,16.06.2010,2010/265,Florian Utz,SP,Guido Trevisan,GLP,
893,20.03.2019,2019/110,Pawel Silberring,SP,Barbara Wiesmann,SP,
894,17.3.2004,2004/133,Mauro Tuena,SVP,Roger Liebi,SVP,Polizeidepartement (PD)
895,28.11.2018,2018/465,Markus Kunz,Grüne,Michael Kraft,SP,Stadtrat
896,13.03.2013,2013/87,Marc Bourgeois,FDP,Tamara Lauber,FDP,Polizeidepartement (PD)
897,01.12.2010,2010/503,Ursula Uttinger,FDP,Roger Tognella,FDP,Polizeidepartement (PD)
898,21.10.2015,2015/334,Pascal Lamprecht,SP,Ursula Uttinger,FDP,Gesundheits- und Umweltdepartement (GUD)
899,09.11.2005,2005/452,Mauro Tuena,SVP,Roger Bartholdi,SVP,Polizeidepartement (PD)
900,7.6.2000,2000/265,Reto Dettli,SP,Heinz Bögle,SP,Präsidialdepartement (PRD)
901,29.08.2018,2018/317,Urs Helfenstein,SP,Marco Denoth,SP,Stadtrat
902,07.02.2018,2018/59,Marco Denoth,SP,Patrick Hadi Huber,SP,Stadtrat
903,24.11.2010,2010/488,Roger Bartholdi,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
904,30.9.1998,1998/326,Eva Virag Jansen,Grüne,Katharina Prelicz-Huber,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
905,21.3.2007,2007/147,Mario Mariani,CVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
906,05.10.2016,2016/340,Urs Helfenstein,SP,Karin Rykart Sutter,Grüne,
907,11.6.2003,2003/205,Susi Gut,PFZ,Bruno Wohler,SVP,Gesundheits- und Umweltdepartement (GUD)
908,5.12.2007,2007/635,Walter Angst,AL,Ernst Danner,EVP,Finanzdepartement (FD)
909,21.03.2007,2007/153,Christian Aeschbach,FDP,Claudia Simon,FDP,Schul- und Sportdepartement (SSD)
910,08.01.20,1995/90,Walter Blöchlinger,CVP,Robert Schönbächler,CVP,Schul- und Sportdepartement (SSD)
911,14.07.2010,2010/311,Dorothea Frei,SP,Severin Pflüger,FDP,Finanzdepartement (FD)
912,11.4.2007,2007/184,Marcel Savarioud,SP,Josef Widler,CVP,Sozialdepartement (SD)
913,19.12.2018,2018/511,Urs Fehr,SVP,Martin Götzl,SVP,
914,17.11.2010,2010/477,Guido Bergmaier,SVP,Hedy Schlatter,SVP,Sozialdepartement (SD)
915,28.6.2000,2000/311,Bruno Sidler,SVP,Christian Mettler,SVP,Schul- und Sportdepartement (SSD)
916,15.1.2003,2003/7,Monika Erfigen,SVP,Theo Hauri,SVP,
917,7.12.2005,2005/526,Mauro Tuena,SVP,Ruth Anhorn,SVP,Sozialdepartement (SD)
918,19.12.2018,2018/505,Roger Bartholdi,SVP,Stefan Urech,SVP,
919,30.03.2011,2011/96,Andrew Katumba,SP,Rebekka Wyler,SP,
920,1.3.2006,2006/65,Niklaus Scherr,AL,Alexander Jäger,FDP,
921,21.12.2011,2011/499,Christoph Spiess,SD,Patrick Blöchlinger,SD,Hochbaudepartement (HBD)
922,01.11.2017,2017/379,Pascal Lamprecht,SP,Markus Baumann,GLP,
923,8.3.2006,2006/71,Emil Seliner,SP,Christine Seidler,SP,Geschäftsbericht Stadtrat
924,19.6.2002,2002/214,Roger Bartholdi,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
925,20.04.2016,2016/142,Sven Sobernheim,GLP,Markus Kunz,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
926,30.01.2008,2008/74,Patrick Blöchlinger,SD,Ueli Brasser,SD,Präsidialdepartement (PRD)
927,06.12.2017,2017/437,Bernhard im Oberdorf,SVP,Elisabeth Liebi,SVP,Finanzdepartement (FD)
928,2.6.2004,2004/286,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
929,13.06.2007,2007/351,Ueli Brasser,SD,Christian Wenger,SD,Hochbaudepartement (HBD)
930,28.01.2015,2015/31,Marcel Bührig,Grüne,Markus Hungerbühler,CVP,Gesundheits- und Umweltdepartement (GUD)
931,3.5.2006,2006/142,Bruno Amacker,SVP,Rolf Stucker,SVP,Tiefbau- und Entsorgungsdepartement (TED)
932,29.4.1998,1998/118,Raphaela-Franziska Ulcay-Hauser,SVP,Beatrix Casutt,SVP,Gesundheits- und Umweltdepartement (GUD)
933,20.12.2002,2002/566,Susann Birrer,FDP,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
934,27.09.2017,2017/345,Balz Bürgisser,Grüne,Karin Meier-Bohrer,Grüne,Stadtrat
935,23.1.2008,2008/60,Beatrice Reimann,SP,Peter Küng,SP,
936,6.10.1999,1999/486,Rolf André Siegenthaler-Benz,SVP,Oliver B. Meier,SVP,Polizeidepartement (PD)
937,6.10.1999,1999/492,Werner Furrer,SVP,Monika Erfigen,SVP,Departement der Industriellen Betriebe (DIB)
938,07.12.2011,2011/466,Peter Küng,SP,Marcel Schönbächler,CVP,Schul- und Sportdepartement (SSD)
939,17.06.2009,2009/272,Rolf Stucker,SVP,Bruno Wohler,SVP,Schul- und Sportdepartement (SSD)
940,20.11.2019,2019/500,Markus Merki,GLP,Andreas Kirstein,AL,Gemeinderat
941,08.01.20,2004/523,Bernhard im Oberdorf,SVP,Luzi Rüegg,SVP,
942,8.3.2000,2000/107,Mauro Tuena,SVP,Jürg Casparis,SVP,Sozialdepartement (SD)
943,6.6.2001,2001/314,Luzi Rüegg,SVP,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
944,28.2.2001,2001/93,Mauro Tuena,SVP,Jürg Casparis,SVP,Polizeidepartement (PD)
945,11.11.2009,2009/514,Marianne Spieler Frauenfelder,SP,Fiammetta Jahreiss-Montagnani,SP,
946,10.02.2010,2010/107,Patrick Blöchlinger,SD,Christian Wenger,SD,Polizeidepartement (PD)
947,19.9.2001,2001/466,Luzi Rüegg,SVP,Jürg Casparis,SVP,Departement der Industriellen Betriebe (DIB)
948,12.5.2004,2004/251,Roger Bartholdi,SVP,Martin Burger,SVP,Polizeidepartement (PD)
949,20.10.2004,2004/537,Bruno Sidler,SVP,Theo Hauri,SVP,Sozialdepartement (SD)
950,07.12.2011,2011/472,Bernhard Piller,Grüne,Helen Glaser,SP,
951,08.11.2017,2017/386,Walter Anken,SVP,Samuel Balsiger,SVP,Sozialdepartement (SD)
952,11.11.2009,2009/516,Heinz F. Steger,FDP,Uschi Heinrich,SP,Tiefbau- und Entsorgungsdepartement (TED)
953,04.07.2007,2007/384,Claudia Simon,FDP,Kurt Hüssy,SVP,Tiefbau- und Entsorgungsdepartement (TED)
954,19.9.2001,2001/470,Rolf André Siegenthaler-Benz,SVP,Monika Erfigen,SVP,Polizeidepartement (PD)
955,6.6.2001,2001/316,Luzi Rüegg,SVP,Hans Marolf,SVP,Departement der Industriellen Betriebe (DIB)
956,20.11.2019,2019/502,Andreas Egli,FDP,Dominique Zygmont,FDP,Zuteilung ausstehend
957,08.11.2017,2017/384,Derek Richter,SVP,Stephan Iten,SVP,Stadtrat
958,16.05.2012,2011/470,Rebekka Wyler,SP,Andrea Hochreutener,SP,"Schul- und Sportdepartement (SSD), Sozialdepartement (SD)"
959,8.3.2000,2000/111,Theo Hauri,SVP,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
960,20.10.2004,2004/535,Roger Bartholdi,SVP,Bernhard im Oberdorf,SVP,Polizeidepartement (PD)
961,08.01.20,2006/183,Monika Erfigen,SVP,Theo Hauri,SVP,
962,10.02.2010,2010/105,Christian Wenger,SD,Ueli Brasser,SD,
963,31.08.2011,2011/316,Markus Knauss,Grüne,Samuel Dubno,GLP,Polizeidepartement (PD)
964,04.11.2009,2009/502,Jean-Daniel Strub,SP,Andrea Nüssli,SP,Präsidialdepartement (PRD)
965,07.12.2011,2011/458,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
966,6.2.2008,2008/89,Claudia Simon,FDP,Mischa Morgenbesser,FDP,
967,6.10.1999,1999/484,Rolf André Siegenthaler-Benz,SVP,Werner Furrer,SVP,Polizeidepartement (PD)
968,6.10.1999,1999/490,Theo Hauri,SVP,Bruno Sidler,SVP,Polizeidepartement (PD)
969,10.06.2009,2009/258,Monika Bloch Süss,CSP,Marlène Butz,SP,Polizeidepartement (PD)
970,2.6.2004,2004/284,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
971,13.6.2007,2007/347,Claudia Nielsen,SP,Marianne Dubs Früh,SP,Hochbaudepartement (HBD)
972,31.1.2001,2001/52,Markus Schwyn,PFZ,Christian Mettler,SVP,Präsidialdepartement (PRD)
973,30.1.2008,2008/76,Roger Liebi,SVP,Theo Hauri,SVP,Finanzdepartement (FD)
974,20.04.2016,2016/140,Sven Sobernheim,GLP,Markus Baumann,GLP,Stadtrat
975,19.6.2002,2002/216,Ueli Nagel,Grüne,Christoph Hug,Grüne,
976,12.6.2002,2002/202,Heinz Bögle,SP,Monika Spring-Gross,SP,Hochbaudepartement (HBD)
977,23.01.2008,2008/62,Christine Seidler,SP,Christian Traber,CVP,Tiefbau- und Entsorgungsdepartement (TED)
978,27.09.2017,2017/347,Mario Mariani,CVP,Markus Hungerbühler,CVP,
979,3.5.2006,2006/140,Walter Isliker,SVP,Hans Nikles,SVP,Departement der Industriellen Betriebe (DIB)
980,28.01.2015,2015/33,Rosa Maino,AL,Walter Angst,AL,
981,10.5.2006,2006/168,Susi Gut,PFZ,Hedy Schlatter,SVP,
982,6.5.1998,1998/132,Armin Schilter,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
983,1.3.2006,2006/67,Susi Gut,PFZ,Markus Schwyn,PFZ,
984,8.3.2006,2006/73,Roger Liebi,SVP,Bruno Garzotto,SVP,Sozialdepartement (SD)
985,18.05.2016,2016/168,Derek Richter,SVP,Rolf Müller,SVP,
986,11.7.2007,2007/409,Kyriakos Papageorgiou,SP,Alexander Jäger,FDP,Departement der Industriellen Betriebe (DIB)
987,18.12.2002,2002/558,Monika Erfigen,SVP,Rolf André Siegenthaler-Benz,SVP,Präsidialdepartement (PRD)
988,17.11.2010,2010/475,Bernhard Piller,Grüne,Balthasar Glättli,Grüne,
989,02.11.2016,2016/381,Stefan Urech,SVP,Roger Liebi,SVP,Schul- und Sportdepartement (SSD)
990,7.12.2005,2005/530,Andreas Ammann,SP,Christine Stokar Gasser,SP,
991,19.12.2018,2018/513,Markus Merki,GLP,Isabel Garcia,GLP,Stadtrat
992,28.6.2000,2000/307,Nicole Bisig,SP,André Odermatt,SP,Präsidialdepartement (PRD)
993,20.9.2006,2006/395,Myrtha Meuli,SP,Josef Widler,CVP,Sozialdepartement (SD)
994,14.07.2010,2010/313,Andrew Katumba,SP,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
995,08.01.20,2018/261,Christine Seidler,SP,Jean-Daniel Strub,SP,
996,03.11.2010,2010/461,Josef Widler,CVP,Jean-Claude Virchaux,CVP,
997,13.04.2011,2011/128,Claudia Rabelbauer,EVP,Martin Mächler,EVP,Departement der Industriellen Betriebe (DIB)
998,11.6.2003,2003/207,Heidi Bucher-Steinegger,Grüne,Walter Angst,AL,Schul- und Sportdepartement (SSD)
999,30.9.2006,2006/430,Susi Gut,PFZ,Markus Schwyn,PFZ,Sozialdepartement (SD)
1000,05.10.2016,2016/342,Marco Denoth,SP,Martin Luchsinger,GLP,
1001,21.03.2007,2007/145,Fakir Atalay,SP,Andrew Katumba,SP,Präsidialdepartement (PRD)
1002,21.03.2007,2007/151,Pascal Pauli,Grüne,Matthias Probst,Grüne,Präsidialdepartement (PRD)
1003,05.06.2013,2013/207,Mauro Tuena,SVP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1004,27.9.2006,2006/424,Roger Bartholdi,SVP,Roger Liebi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1005,27.09.2006,2006/418,Matthias Probst,Grüne,Richard Rabelbauer,EVP,Präsidialdepartement (PRD)
1006,02.03.2016,2016/62,Daniel Regli,SVP,Martin Götzl,SVP,Hochbaudepartement (HBD)
1007,16.04.2014,2014/125,Alan David Sangines,SP,Gabriela Rothenfluh,SP,Tiefbau- und Entsorgungsdepartement (TED)
1008,01.12.2010,2010/501,Richard Wolff,AL,Alecs Recher,AL,Finanzdepartement (FD)
1009,13.03.2013,2013/85,Kurt Hüssy,SVP,Roland Scheck,SVP,Polizeidepartement (PD)
1010,28.11.2018,2018/467,Stephan Iten,SVP,Christoph Marty,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1011,17.3.2004,2004/131,Hans Marolf,SVP,Bruno Amacker,SVP,Polizeidepartement (PD)
1012,22.08.2018,2018/301,Gabriele Kisker,Grüne,Brigitte Fürer,Grüne,
1013,23.06.2010,2010/273,Claudia Rabelbauer,EVP,Martin Mächler,EVP,
1014,08.01.20,2018/315,Isabel Garcia,GLP,Michael Schmid,FDP,
1015,06.01.2016,2016/9,Markus Baumann,GLP,Alan David Sangines,SP,
1016,9.11.2005,2005/450,Susi Gut,PFZ,Roger Bartholdi,SVP,Gesundheits- und Umweltdepartement (GUD)
1017,15.12.2006,2006/593,Daniela Schicker,AL,Peider Filli,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1018,25.6.2008,2008/301,Gabriele Kisker,Grüne,Monika Bloch Süss,CSP,Schul- und Sportdepartement (SSD)
1019,09.04.2014,2014/119,Peider Filli,Grüne,Martin Abele,Grüne,Präsidialdepartement (PRD)
1020,1.11.2000,2000/529,Markus Schwyn,PFZ,Mauro Tuena,SVP,Finanzdepartement (FD)
1021,9.9.1998,1998/293,Thomas Meier,SVP,Oliver B. Meier,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1022,10.3.2004,2004/119,Alexander Jäger,FDP,Willy Furter,EVP,Schul- und Sportdepartement (SSD)
1023,05.09.2018,2018/329,Marcel Bührig,Grüne,Balz Bürgisser,Grüne,Stadtrat
1024,15.12.2010,2010/529,Christina Hug,Grüne,Claudia Rabelbauer,EVP,Schul- und Sportdepartement (SSD)
1025,29.11.2006,2006/544,Bruno Garzotto,SVP,Kurt Hüssy,SVP,Departement der Industriellen Betriebe (DIB)
1026,18.04.2012,2012/174,Katrin Wüthrich,SP,Marcel Schönbächler,CVP,Hochbaudepartement (HBD)
1027,10.01.2018,2018/6,Daniel Regli,SVP,Elisabeth Liebi,SVP,
1028,7.6.2006,2006/222,Christine Seidler,SP,Mario Mariani,CVP,
1029,29.10.2003,2003/401,Mauro Tuena,SVP,Susi Gut,PFZ,Stadtschreiber/in (STS)
1030,14.06.2006,2006/236,Corine Mauch,SP,Franziska Graf,SP,Gesundheits- und Umweltdepartement (GUD)
1031,14.12.2018,2018/498,Andri Silberschmidt,FDP,Sebastian Vogel,FDP,Gemeinderat
1032,6.12.2006,2006/578,Marlène Butz,SP,Theresa G. Hensch-Stadelmann,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1033,07.07.2010,2010/298,Bruno Sidler,SVP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
1034,04.12.2013,2013/429,Karin Weyermann,CVP,Marcel Schönbächler,CVP,
1035,16.12.2009,2005/120,Hanspeter Kunz,EVP,Ernst Danner,EVP,
1036,4.1.2007,2007/1,Markus Knauss,Grüne,Daniel Leupi,Grüne,
1037,03.07.2019,2019/310,Monika Bätschmann,Grüne,Christine Seidler,SP,Gemeinderat
1038,7.11.2007,2007/596,Susi Gut,PFZ,Markus Schwyn,PFZ,
