,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
262,18.5.2005,2005/194,Gregor Bucher,Grüne,Daniel Leupi,Grüne,Hochbaudepartement (HBD)
263,9.5.2007,2007/244,Michael Baumer,FDP,Doris Fiala,FDP,Departement der Industriellen Betriebe (DIB)
264,6.11.2002,2002/473,Christoph Hug,Grüne,Balthasar Glättli,Grüne,
265,03.12.2014,2014/393,Patrick Hadi Huber,SP,Markus Knauss,Grüne,Hochbaudepartement (HBD)
266,12.07.2017,2017/250,Eduard Guggenheim,AL,Marcel Bührig,Grüne,Stadtrat
267,15.03.2017,2017/55,Stephan Iten,SVP,Derek Richter,SVP,
268,22.1.2003,2003/20,Cornelia Schaub,SVP,Bernhard im Oberdorf,SVP,Gesundheits- und Umweltdepartement (GUD)
269,26.9.2007,2007/522,Ruth Ackermann,CVP,Ernst Danner,EVP,Präsidialdepartement (PRD)
270,03.02.2010,2010/74,Bernhard Piller,Grüne,Monika Bloch Süss,CSP,Tiefbau- und Entsorgungsdepartement (TED)
271,05.09.2012,2012/329,Guido Trevisan,GLP,Samuel Dubno,GLP,Polizeidepartement (PD)
272,27.01.2010,2010/60,Myrtha Meuli,SP,Hans Bachmann,FDP,Hochbaudepartement (HBD)
273,30.01.2019,2019/44,Gabriele Kisker,Grüne,Luca Maggi,Grüne,Stadtrat
274,27.01.2010,2010/61,Monika Bloch Süss,CSP,Bernhard Jüsi,SP,Polizeidepartement (PD)
275,30.01.2019,2019/45,Marco Denoth,SP,Brigitte Fürer,Grüne,Gemeinderat
276,3.11.1999,1999/545,Lars Ottmer,SP,Claudia Nielsen,SP,
277,03.02.2010,2010/75,Monika Bloch Süss,CSP,Hans Urs von Matt,SP,Gesundheits- und Umweltdepartement (GUD)
278,6.11.2002,2002/472,Walter Angst,AL,Pierino Cerliani,Grüne,Finanzdepartement (FD)
279,14.1.2004,2004/28,Susi Gut,PFZ,Monika Erfigen,SVP,
280,09.05.2007,2007/245,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
281,18.5.2005,2005/195,Esther Weibel Waser,SP,Annamarie Elmer Lück,SP,Departement der Industriellen Betriebe (DIB)
282,24.11.1999,1999/579,Marcel Savarioud,SP,Monika Spring-Gross,SP,Departement der Industriellen Betriebe (DIB)
283,22.1.2003,2003/21,Luzi Rüegg,SVP,Bernhard im Oberdorf,SVP,Polizeidepartement (PD)
284,08.01.20,2012/466,Marcel Schönbächler,CVP,Mario Mariani,CVP,
285,03.10.2007,2007/537,Ernst Danner,EVP,Ruth Ackermann,CVP,Polizeidepartement (PD)
286,6.11.2002,2002/466,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
287,08.01.20,2013/107,Markus Knauss,Grüne,Gabriele Kisker,Grüne,
288,23.09.2009,2009/428,Marcel Z'graggen,CVP,Richard Rabelbauer,EVP,Präsidialdepartement (PRD)
289,13.03.2019,2019/92,Yasmine Bourgeois,FDP,Michael Schmid,FDP,Gemeinderat
290,08.01.20,1991/392,Toni Baur,Grüne,Erika Mägli-Fischer,SP,Geschäftsbericht Stadtrat
291,30.6.,2004/345,Franziska Graf,SP,Marianne Spieler Frauenfelder,SP,Gesundheits- und Umweltdepartement (GUD)
292,23.05.2007,2007/286,Alexander Jäger,FDP,Albert Leiser,FDP,Hochbaudepartement (HBD)
293,08.06.2011,2011/200,Ruth Anhorn,SVP,Urs Weiss,SVP,Gesundheits- und Umweltdepartement (GUD)
294,2.4.2008,2008/161,Ueli Nagel,Grüne,Claudia Rabelbauer,EVP,
295,05.11.2014,2014/351,Heinz F. Steger,FDP,Ruth Ackermann,CVP,Polizeidepartement (PD)
296,5.1.2000,2000/5,Christian Mettler,SVP,Raphaela-Franziska Ulcay-Hauser,SVP,Departement der Industriellen Betriebe (DIB)
297,04.09.2019,2019/372,Markus Knauss,Grüne,Gabriele Kisker,Grüne,Gemeinderat
298,18.04.2018,2018/161,Elena Marti,Grüne,Anjushka Früh,SP,Stadtrat
299,04.02.2009,2009/54,Marianne Aubert,SP,Jean-Daniel Strub,SP,Präsidialdepartement (PRD)
300,9.2.2000,2000/70,Kurt Tschopp,CVP,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
301,03.10.2018,2018/388,Marcel Bührig,Grüne,Markus Kunz,Grüne,Stadtrat
302,16.01.2013,2013/18,Margrit Haller,SVP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
303,11.06.2014,2014/190,Markus Hungerbühler,CVP,Karin Weyermann,CVP,Präsidialdepartement (PRD)
304,27.1.1999,1999/33,Thomas Marthaler,SP,Dominik Schaub,SP,
305,25.2.2009,2009/68,Mario Mariani,CVP,Josef Widler,CVP,
306,02.12.2015,2015/383,Markus Knauss,Grüne,Urs Helfenstein,SP,
307,20.8.2003,2003/305,Markus Schwyn,PFZ,Martin Burger,SVP,Präsidialdepartement (PRD)
308,14.03.2012,2012/102,Samuel Dubno,GLP,Isabel Garcia,GLP,Präsidialdepartement (PRD)
309,29.06.2016,2016/254,Muammer Kurtulmus,Grüne,Marcel Bührig,Grüne,Stadtrat
310,17.04.2019,2019/158,Gabriele Kisker,Grüne,Brigitte Fürer,Grüne,
311,10.12.2003,2003/488,Oliver B. Meier,SVP,Gerold Lauber,CVP,Hochbaudepartement (HBD)
312,14.11.2018,2018/439,Pascal Lamprecht,SP,Urs Helfenstein,SP,Schul- und Sportdepartement (SSD)
313,24.11.2004,2004/621,Bruno Amacker,SVP,Bernhard Britschgi,SVP,Polizeidepartement (PD)
314,31.10.2018,2018/411,Alan David Sangines,SP,Vera Ziswiler,SP,Stadtrat
315,19.4.2000,2000/205,Ronald Schmid,FDP,Monjek Rosenheim,FDP,Gesundheits- und Umweltdepartement (GUD)
316,06.05.2009,2009/170,Urs Egger,FDP,Ursula Uttinger,FDP,Präsidialdepartement (PRD)
317,19.09.2018,2018/377,Luca Maggi,Grüne,Christina Schiller,AL,Gemeinderat
318,21.04.2010,2010/205,Beat Bloch,CSP,Thomas Wyss,Grüne,Polizeidepartement (PD)
319,06.05.2009,2009/164,Monika Erfigen,SVP,Hedy Schlatter,SVP,Hochbaudepartement (HBD)
320,1.12.2004,2004/635,Mario Mariani,CVP,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
321,26.10.2005,2005/426,Ueli Nagel,Grüne,Monjek Rosenheim,FDP,Tiefbau- und Entsorgungsdepartement (TED)
322,9.1.2002,2002/7,Bruno Sidler,SVP,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
323,19.12.2007,2007/669,Ueli Brasser,SD,Christian Wenger,SD,Präsidialdepartement (PRD)
324,03.07.2013,2013/259,Walter Angst,AL,Alecs Recher,AL,
325,28.10.1998,1998/352,Nicole Bisig,SP,Pierino Cerliani,Grüne,Hochbaudepartement (HBD)
326,31.01.2018,2018/39,Muammer Kurtulmus,Grüne,Balz Bürgisser,Grüne,
327,6.2.2002,2002/61,Luzi Rüegg,SVP,Rolf André Siegenthaler-Benz,SVP,Polizeidepartement (PD)
328,16.12.1998,1998/434,Bruno Sidler,SVP,Jürg Casparis,SVP,Schul- und Sportdepartement (SSD)
329,28.3.2001,2001/189,Monika Spring-Gross,SP,Josef Köpfli,SP,Finanzdepartement (FD)
330,10.05.2017,2017/127,Stefan Urech,SVP,Stephan Iten,SVP,Sicherheitsdepartement (SID)
331,09.01.2019,2019/4,Marcel Müller,FDP,Pascal Lamprecht,SP,Stadtrat
332,14.4.1999,1999/169,Silvia Biedermann,SP,Rolf Kuhn,SP,Polizeidepartement (PD)
333,19.01.2011,2011/21,Alexander Jäger,FDP,Claudia Simon,FDP,Polizeidepartement (PD)
334,5.12.2007,2007/641,Christine Stokar Gasser,SP,Kyriakos Papageorgiou,SP,Schul- und Sportdepartement (SSD)
335,20.01.2016,2016/28,Hans Urs von Matt,SP,Christian Traber,CVP,Präsidialdepartement (PRD)
336,21.09.2016,2016/320,Markus Baumann,GLP,Maleica Landolt,GLP,Stadtrat
337,25.5.2005,2005/208,Min Li Marti,SP,Esther Weibel Waser,SP,Schul- und Sportdepartement (SSD)
338,22.09.2010,2010/403,Ueli Brasser,SD,Patrick Blöchlinger,SD,Finanzdepartement (FD)
339,25.05.2011,2011/176,Michael Baumer,FDP,Heinz F. Steger,FDP,Hochbaudepartement (HBD)
340,28.11.2001,2001/604,Andrea Widmer Graf,FDP,Theresa G. Hensch-Stadelmann,FDP,Tiefbau- und Entsorgungsdepartement (TED)
341,16.3.2005,2005/97,Eva Virag Jansen,Grüne,Gregor Bucher,Grüne,Hochbaudepartement (HBD)
342,15.6.2005,2005/234,Monika Erfigen,SVP,Bernhard im Oberdorf,SVP,Hochbaudepartement (HBD)
343,12.12.2008,2008/565,Peter Anderegg,EVP,Ernst Danner,EVP,
344,21.12.2005,2005/552,Bernhard Piller,Grüne,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
345,13.06.2012,2012/248,Tamara Lauber,FDP,Roger Tognella,FDP,Sozialdepartement (SD)
346,13.09.2017,2017/319,Roger Tognella,FDP,Pablo Bünger,FDP,
347,18.1.2006,2006/11,Roger Liebi,SVP,Roger Bartholdi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
348,06.12.2017,2017/443,Patrick Albrecht,FDP,Christoph Luchsinger,FDP,
349,24.1.2001,2001/24,Albert Leiser,FDP,Hans Bachmann,FDP,Polizeidepartement (PD)
350,10.6.1998,1998/178,Monjek Rosenheim,FDP,Max Fritz,FDP,
351,20.04.2016,2016/136,Jonas Steiner,SP,Shaibal Roy,GLP,
352,20.09.2017,2017/325,Stephan Iten,SVP,Walter Anken,SVP,Sicherheitsdepartement (SID)
353,1.2.2006,2006/39,Mario Mariani,CVP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
354,16.01.2008,2008/14,Martin Sarbach,SP,Beatrice Reimann,SP,Gesundheits- und Umweltdepartement (GUD)
355,10.11.2004,2004/580,Markus Zimmermann,SP,Rolf Kuhn,SP,Hochbaudepartement (HBD)
356,06.06.2007,2007/325,Esther Straub,SP,Isabel Bartal-Abilio,SP,Schul- und Sportdepartement (SSD)
357,3.5.2006,2006/136,Mauro Tuena,SVP,Monika Erfigen,SVP,Sozialdepartement (SD)
358,13.12.2017,2017/457,Thomas Schwendener,SVP,Christoph Luchsinger,FDP,Hochbaudepartement (HBD)
359,10.6.1998,1998/187,Niklaus Scherr,AL,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
360,20.6.2001,2001/348,Robert Müller,SVP,Theo Hauri,SVP,Polizeidepartement (PD)
361,25.8.1999,1999/380,Jürg Casparis,SVP,Thomas Meier,SVP,Schul- und Sportdepartement (SSD)
362,20.12.2000,2000/615,Markus Schwyn,PFZ,Christopher Vohdin,SVP,Polizeidepartement (PD)
363,11.1.2006,2006/3,Ueli Nagel,Grüne,Daniel Leupi,Grüne,
364,27.10.2004,2004/557,Christian Aeschbach,FDP,Erika Bärtschi Hafner,FDP,Polizeidepartement (PD)
365,5.4.2000,2000/173,Esther Weibel Waser,SP,Marianne Dubs Früh,SP,Schul- und Sportdepartement (SSD)
366,18.12.2019,2019/560,Luca Maggi,Grüne,Markus Knauss,Grüne,Stadtrat
367,02.11.2011,2011/406,Christoph Spiess,SD,Patrick Blöchlinger,SD,Departement der Industriellen Betriebe (DIB)
368,27.05.2009,2009/212,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
369,28.09.2011,2011/360,Gian von Planta,GLP,Katrin Wüthrich,SP,Geschäftsbericht Stadtrat
370,10.6.1998,1998/183,Rolf Walther,FDP,Max Fritz,FDP,Finanzdepartement (FD)
371,18.03.2015,2015/82,Sven Sobernheim,GLP,Markus Baumann,GLP,Hochbaudepartement (HBD)
372,5.5.2004,2004/221,Monika Erfigen,SVP,Bruno Wohler,SVP,Gesundheits- und Umweltdepartement (GUD)
373,22.8.2001,2001/416,Catrina Luchsinger Gähwiler,FDP,Beat Badertscher,FDP,
374,13.12.2000,2000/605,Gerold Lauber,CVP,Kurt Tschopp,CVP,Gesundheits- und Umweltdepartement (GUD)
375,02.12.2009,2009/570,Jacqueline Badran,SP,Balthasar Glättli,Grüne,Präsidialdepartement (PRD)
376,29.3.2000,2000/163,Christian Mettler,SVP,Bruno Sidler,SVP,Polizeidepartement (PD)
377,5.4.2000,2000/177,Christian Mettler,SVP,Armin Schilter,SVP,Finanzdepartement (FD)
378,20.12.2000,2000/611,Köbi Möri,Parteilos,Jürg Casparis,SVP,
379,14.7.1999,1999/347,Theo Toggweiler,SVP,Arthur Bernet,SVP,Tiefbau- und Entsorgungsdepartement (TED)
380,15.9.1999,1999/435,Romana Leuzinger,SP,Josef Köpfli,SP,Finanzdepartement (FD)
381,10.7.2002,2002/258,Daniel Leupi,Grüne,Alexander Jäger,FDP,Geschäftsbericht Stadtrat
382,09.01.2008,2008/8,Peter Anderegg,EVP,Ernst Danner,EVP,Tiefbau- und Entsorgungsdepartement (TED)
383,6.6.2007,2007/321,Fakir Atalay,SP,Ueli Nagel,Grüne,Gesundheits- und Umweltdepartement (GUD)
384,10.11.2004,2004/584,Thomas Marthaler,SP,Christian Traber,CVP,Polizeidepartement (PD)
385,13.09.2017,2017/321,Marcel Bührig,Grüne,Matthias Probst,Grüne,Stadtrat
386,22.08.2007,2007/453,Martin Sarbach,SP,Corine Mauch,SP,Departement der Industriellen Betriebe (DIB)
387,10.7.2002,2002/264,Roger Bartholdi,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
388,27.06.2012,2012/270,Michael Baumer,FDP,Ursula Uttinger,FDP,Polizeidepartement (PD)
389,6.1.1999,1999/8,Robert Schönbächler,CVP,Placidus Maissen,CVP,Tiefbau- und Entsorgungsdepartement (TED)
390,1.6.2005,2005/218,Susi Gut,PFZ,Markus Schwyn,PFZ,Sozialdepartement (SD)
391,15.11.2006,2006/495,Gregor Bucher,Grüne,Ernst Danner,EVP,
392,21.3.2001,2001/172,Köbi Möri,Parteilos,Theo Hauri,SVP,Tiefbau- und Entsorgungsdepartement (TED)
393,29.09.2010,2010/413,Daniel Regli,SVP,Mauro Tuena,SVP,Tiefbau- und Entsorgungsdepartement (TED)
394,23.8.2000,2000/407,Robert Schönbächler,CVP,Willy Furter,EVP,Departement der Industriellen Betriebe (DIB)
395,08.01.20,2005/93,Marie-Therese Meier,SP,Silvia Seiz,SP,
396,06.06.2018,2018/213,Elisabeth Schoch,FDP,Albert Leiser,FDP,
397,08.01.20,2000/413,Balthasar Glättli,Grüne,Markus Bischoff,AL,
398,8.6.2005,2005/224,Susi Gut,PFZ,Markus Schwyn,PFZ,Sozialdepartement (SD)
399,30.09.2009,2004/5,Hans Diem,CVP,Robert Schönbächler,CVP,
400,21.3.2001,2001/166,Regula Enderlin Cavigelli,SP,Judith Bucher,SP,
401,6.2.2002,2002/65,Rolf André Siegenthaler-Benz,SVP,Luzi Rüegg,SVP,Polizeidepartement (PD)
402,21.09.2016,2016/318,Renate Fischer,SP,Isabel Garcia,GLP,
403,08.06.2011,2011/199,Marcel Schönbächler,CVP,Mario Mariani,CVP,
404,2.3.2005,2005/78,Susi Gut,PFZ,Thomas Schwendener,SVP,Präsidialdepartement (PRD)
405,2.7.2003,2003/249,Walter Angst,AL,Heidi Bucher-Steinegger,Grüne,Gesundheits- und Umweltdepartement (GUD)
406,6.2.2002,2002/71,Theo Hauri,SVP,Hansruedi Bär,SVP,Tiefbau- und Entsorgungsdepartement (TED)
407,6.2.2002,2002/59,Hans Diem,CVP,Robert Schönbächler,CVP,
408,25.10.2006,2006/456,Ernst Danner,EVP,Peter Anderegg,EVP,Präsidialdepartement (PRD)
409,23.08.2006,2006/324,Patrick Blöchlinger,SD,Christian Wenger,SD,Präsidialdepartement (PRD)
410,9.2.2005,2005/44,Susi Gut,PFZ,Mauro Tuena,SVP,Präsidialdepartement (PRD)
411,16.11.2011,2007/137,Bernhard Piller,Grüne,Matthias Probst,Grüne,Departement der Industriellen Betriebe (DIB)
412,28.09.2016,2016/330,Davy Graf,SP,Andreas Kirstein,AL,Sicherheitsdepartement (SID)
413,17.01.2018,2018/15,Elisabeth Schoch,FDP,Albert Leiser,FDP,
414,11.03.2009,2009/93,Susi Gut,PFZ,Ernst Danner,EVP,Sozialdepartement (SD)
415,25.11.2015,2015/378,Markus Merki,GLP,Markus Baumann,GLP,
416,24.10.2018,2018/401,Pawel Silberring,SP,Renate Fischer,SP,Stadtrat
417,06.05.2009,2009/160,Severin Pflüger,FDP,Marc Hohl,FDP,Polizeidepartement (PD)
418,27.8.2008,2008/373,Christian Wenger,SD,Patrick Blöchlinger,SD,Stadtrat
419,31.8.2005,2005/344,Bruno Sidler,SVP,Theo Hauri,SVP,Polizeidepartement (PD)
420,5.7.2006,2006/287,Peter Anderegg,EVP,Daniel Meier,CVP,Polizeidepartement (PD)
421,31.8.2005,2005/350,Doris Fiala,FDP,Christian Aeschbach,FDP,Schul- und Sportdepartement (SSD)
422,05.07.2006,2006/293,Robert Schönbächler,CVP,Ernst Danner,EVP,Tiefbau- und Entsorgungsdepartement (TED)
423,17.04.2019,2019/160,Guido Hüni,GLP,Christian Monn,GLP,Gemeinderat
424,06.05.2009,2009/174,Monjek Rosenheim,FDP,Alexander Jäger,FDP,Gesundheits- und Umweltdepartement (GUD)
425,12.01.2011,2011/9,Bernhard im Oberdorf,SVP,Bruno Wohler,SVP,Hochbaudepartement (HBD)
426,24.11.2004,2004/625,Roger Liebi,SVP,Monika Erfigen,SVP,Departement der Industriellen Betriebe (DIB)
427,31.10.2018,2018/415,Maria del Carmen Señorán,SVP,Dubravko Sinovcic,SVP,Stadtrat
428,07.02.2007,2007/69,Ueli Brasser,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
429,24.08.2016,2016/278,Reto Vogelbacher,CVP,Elisabeth Schoch,FDP,Gesundheits- und Umweltdepartement (GUD)
430,03.09.2008,2008/398,Christian Wenger,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
431,31.01.2007,2007/55,Susi Gut,PFZ,Markus Schwyn,PFZ,Gesundheits- und Umweltdepartement (GUD)
432,29.06.2016,2016/250,Alan David Sangines,SP,Shaibal Roy,GLP,Sozialdepartement (SD)
433,22.11.2006,2006/522,Christian Wenger,SD,Ueli Brasser,SD,Polizeidepartement (PD)
434,27.8.2003,2003/315,Arthur Bernet,SVP,Theo Hauri,SVP,Gesundheits- und Umweltdepartement (GUD)
435,28.9.2005,2005/387,Markus Schwyn,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
436,7.4.2004,2004/194,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
437,04.09.2013,2013/301,Gabriele Kisker,Grüne,Eva-Maria Würth,SP,
438,2.2.2000,2000/48,Theo Hauri,SVP,Armin Schilter,SVP,Tiefbau- und Entsorgungsdepartement (TED)
439,31.3.2004,2004/180,Michael Baumer,FDP,Theresa G. Hensch-Stadelmann,FDP,Finanzdepartement (FD)
440,20.8.2003,2003/301,Theresa G. Hensch-Stadelmann,FDP,Rosemarie Berthoud,FDP,
441,27.1.1999,1999/37,Christine Marchetto-Grütter,SP,Thomas Marthaler,SP,
442,1.12.1999,1999/596,Markus Bischoff,AL,Niklaus Scherr,AL,Finanzdepartement (FD)
443,13.03.2019,2019/96,Yasmine Bourgeois,FDP,Severin Pflüger,FDP,Stadtrat
444,02.04.2008,2008/159,Karin Rykart Sutter,Grüne,Martin Sarbach,SP,Polizeidepartement (PD)
445,06.03.2019,2019/82,Roger Bartholdi,SVP,Pascal Lamprecht,SP,Stadtrat
446,19.11.2014,2014/369,Marcel Bührig,Grüne,Karin Meier-Bohrer,Grüne,Gesundheits- und Umweltdepartement (GUD)
447,20.11.2002,2002/489,Erika Bärtschi Hafner,FDP,Jürg R. Schüepp,FDP,Polizeidepartement (PD)
448,12.11.1997,1997/476,Hans-Ulrich Meier,FDP,Andres Türler,FDP,
449,7.11.2001,2001/562,Mauro Tuena,SVP,Hansruedi Bär,SVP,Sozialdepartement (SD)
450,13.4.2005,2005/146,Susi Gut,PFZ,Markus Schwyn,PFZ,Sozialdepartement (SD)
451,16.09.2009,2009/404,Urs Rechsteiner,CVP,Jean-Claude Virchaux,CVP,
452,09.04.2008,2008/171,Martin Sarbach,SP,Mario Mariani,CVP,Hochbaudepartement (HBD)
453,08.06.2011,2011/204,Guido Trevisan,GLP,Alexander Jäger,FDP,
454,14.11.2001,2001/576,Robert Schönbächler,CVP,Andres Türler,FDP,Polizeidepartement (PD)
455,30.6.2004,2004/341,Georg Schmid,CVP,Anton Stäbler,CVP,Finanzdepartement (FD)
456,03.02.2010,2010/71,Pierino Cerliani,Grüne,Ueli Nagel,Grüne,
457,29.03.2017,2017/78,Katharina Prelicz-Huber,Grüne,Michael Kraft,SP,
458,23.08.2017,2017/269,Peter Schick,SVP,Rolf Müller,SVP,Gesundheits- und Umweltdepartement (GUD)
459,12.09.2012,2012/338,Urs Fehr,SVP,Heinz Schatt,SVP,Polizeidepartement (PD)
460,7.1.2004,2004/10,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
461,21.1.2004,2004/38,Beatrice Reimann,SP,Mark Roth,SP,Hochbaudepartement (HBD)
462,26.3.2003,2003/117,Emil Seliner,SP,Robert Schönbächler,CVP,
463,08.03.2017,2017/44,Eduard Guggenheim,AL,Andreas Edelmann,SP,
464,12.07.2017,2017/255,Michael Baumer,FDP,Christoph Luchsinger,FDP,
465,05.12.2012,2012/462,Markus Hungerbühler,CVP,Mario Mariani,CVP,Hochbaudepartement (HBD)
466,18.5.2005,2005/191,Beatrice Reimann,SP,Ernst Danner,EVP,Departement der Industriellen Betriebe (DIB)
467,9.5.2007,2007/241,Andrew Katumba,SP,Myriam Barzotto,SP,Sozialdepartement (SD)
468,27.01.2010,2010/59,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
469,10.06.2015,2015/184,Matthias Probst,Grüne,Guido Trevisan,GLP,Polizeidepartement (PD)
470,9.5.2007,2007/240,Andrew Katumba,SP,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
471,18.5.2005,2005/190,Gregor Bucher,Grüne,Muriel Herzig,Grüne,
472,21.1.2004,2004/39,Thomas  Kappeler,CVP,Georg Schmid,CVP,Schul- und Sportdepartement (SSD)
473,26.11.2014,2014/383,Urs Fehr,SVP,Roger Liebi,SVP,Polizeidepartement (PD)
474,17.03.2010,2003/116,Emil Seliner,SP,Robert Schönbächler,CVP,
475,23.08.2017,2017/268,Sven Sobernheim,GLP,Pascal Lamprecht,SP,
476,7.1.2004,2004/11,Cornelia Schaub,SVP,Mauro Tuena,SVP,Schul- und Sportdepartement (SSD)
477,2.6.1999,1999/226,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
478,29.02.2012,2010/70,Christoph Gut,SP,Marlène Butz,SP,
479,29.03.2017,2017/79,Mathias Manz,SP,Katharina Prelicz-Huber,Grüne,
480,30.6.2004,2004/340,Georg Schmid,CVP,Anton Stäbler,CVP,Finanzdepartement (FD)
481,08.01.20,2019/363,Guido Hüni,GLP,Shaibal Roy,GLP,
482,14.11.2001,2001/577,Ronald Schmid,FDP,Monjek Rosenheim,FDP,Tiefbau- und Entsorgungsdepartement (TED)
483,23.10.2019,2019/439,Marcel Savarioud,SP,Felix Moser,Grüne,Stadtrat
484,06.03.2019,2019/83,Marcel Müller,FDP,Corina Ursprung,FDP,
485,20.11.2002,2002/488,Cornelia Schaub,SVP,Christopher Vohdin,SVP,Polizeidepartement (PD)
486,7.7.2004,2004/368,Bernhard im Oberdorf,SVP,Cornelia Schaub,SVP,Rückzug
487,13.03.2019,2019/97,Elisabeth Schoch,FDP,Marcel Müller,FDP,Gemeinderat
488,9.5.2001,2001/239,Ruth Anhorn,SVP,Luzi Rüegg,SVP,Polizeidepartement (PD)
489,31.3.2004,2004/181,Roger Bartholdi,SVP,Cornelia Schaub,SVP,Polizeidepartement (PD)
490,3.12.2003,2003/466,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
491,27.1.1999,1999/36,Christine Marchetto-Grütter,SP,Thomas Marthaler,SP,
492,27.8.2003,2003/314,Arthur Bernet,SVP,Theo Hauri,SVP,Finanzdepartement (FD)
493,29.06.2016,2016/251,Guido Trevisan,GLP,Shaibal Roy,GLP,Hochbaudepartement (HBD)
494,31.1.2007,2007/54,Bernhard im Oberdorf,SVP,Theo Hauri,SVP,Departement der Industriellen Betriebe (DIB)
495,7.4.2004,2004/195,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
496,28.9.2005,2005/386,Mauro Tuena,SVP,Roger Liebi,SVP,Sozialdepartement (SD)
497,4.2.2009,2009/45,Ueli Nagel,Grüne,Claudia Simon,FDP,Schul- und Sportdepartement (SSD)
498,7.2.2007,2007/68,Hans Urs von Matt,SP,Uschi Heinrich,SP,Hochbaudepartement (HBD)
499,24.10.2018,2018/399,Eduard Guggenheim,AL,Stefan Urech,SVP,Stadtrat
500,5.7.2006,2006/292,Patrick Blöchlinger,SD,Christian Wenger,SD,Polizeidepartement (PD)
501,31.10.2018,2018/414,Yasmine Bourgeois,FDP,Corina Ursprung,FDP,Stadtrat
502,24.11.2004,2004/624,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
503,12.01.2011,2011/8,Christoph Spiess,SD,Patrick Blöchlinger,SD,
504,14.05.2014,2014/156,Christian Huser,FDP,Severin Pflüger,FDP,Finanzdepartement (FD)
505,27.08.2008,2008/372,Marianne Spieler Frauenfelder,SP,Marlène Butz,SP,Polizeidepartement (PD)
506,06.05.2009,2009/161,Roger Tognella,FDP,Monjek Rosenheim,FDP,Präsidialdepartement (PRD)
507,24.10.2018,2018/400,Renate Fischer,SP,Felix Stocker,SP,Sicherheitsdepartement (SID)
508,26.10.2005,2005/423,Roger Liebi,SVP,Martin Burger,SVP,Finanzdepartement (FD)
509,17.12.2003,2003/499,Thomas Marthaler,SP,Christian Traber,CVP,
510,31.05.2010,2010/228,Urs Egger,FDP,Michael Baumer,FDP,Rückzug
511,07.11.2018,2018/428,Stephan Iten,SVP,Bernhard im Oberdorf,SVP,Gemeinderat
512,09.11.2011,2007/136,Marcel Savarioud,SP,Fiammetta Jahreiss-Montagnani,SP,
513,23.8.2006,2006/325,Ruth Anhorn,SVP,Rolf Stucker,SVP,Gesundheits- und Umweltdepartement (GUD)
514,08.01.20,2018/14,Marcel Bührig,Grüne,Elena Marti,Grüne,
515,28.09.2016,2016/331,Elisabeth Schoch,FDP,Rolf Müller,SVP,Gesundheits- und Umweltdepartement (GUD)
516,03.05.2017,2017/122,Joe A. Manser,SP,Marcel Savarioud,SP,
517,25.10.2006,2006/457,Bernhard im Oberdorf,SVP,Bruno Wohler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
518,05.12.2007,2007/644,Monika Bloch Süss,CSP,Gabriele Kisker,Grüne,Polizeidepartement (PD)
519,6.2.2002,2002/58,Heinz Jacobi,SP,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
520,14.3.2007,2007/122,Roger Tognella,FDP,Monjek Rosenheim,FDP,Sozialdepartement (SD)
521,9.2.2005,2005/51,Marianne Dubs Früh,SP,Kurt Maeder,CVP,
522,28.10.1998,1998/343,Beat Badertscher,FDP,Peter Stähli-Barth,SP,Tiefbau- und Entsorgungsdepartement (TED)
523,28.3.2001,2001/198,Andreas J. Schlegel,FDP,Robert Eggler,FDP,Finanzdepartement (FD)
524,21.09.2016,2016/319,Marcel Bührig,Grüne,Sven Sobernheim,GLP,
