,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
0,25.11.2009,2009/562,Kurt Hüssy,SVP,Peter Anderegg,EVP,Polizeidepartement (PD)
1,21.8.2002,2002/289,Markus Schwyn,PFZ,Monika Erfigen,SVP,Hochbaudepartement (HBD)
2,3.5.2006,2006/134,Richard Rabelbauer,EVP,Robert Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
3,26.05.2010,2008/16,Rebekka Wyler,SP,Pierino Cerliani,Grüne,
4,30.8.2000,2000/415,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
5,16.05.2013,2005/550,Mario Mariani,CVP,Muriel Herzig,Grüne,
6,9.2.2005,2005/42,Susi Gut,PFZ,Roger Liebi,SVP,Stadtschreiber/in (STS)
7,26.09.2018,2018/375,Ezgi Akyol,AL,Anjushka Früh,SP,Stadtrat
8,31.10.2018,2018/413,Ernst Danner,EVP,Raphael Kobler,FDP,
9,1.12.2004,2004/637,Corine Mauch,SP,Albert Leiser,FDP,
10,19.09.2018,2018/361,Matthias Probst,Grüne,Guido Hüni,GLP,Stadtrat
11,15.11.2000,2000/549,Köbi Möri,Parteilos,Hansruedi Bär,SVP,Tiefbau- und Entsorgungsdepartement (TED)
12,14.03.2012,2012/100,Cäcilia Hänni-Etter,FDP,Markus Hungerbühler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
13,16.06.2010,2007/53,Katrin Schönenberger-Meier,EVP,Thomas  Kappeler,CVP,
14,11.06.2014,2014/186,Alan David Sangines,SP,Matthias Probst,Grüne,Stadtrat
15,7.4.2004,2004/192,Daniel Leupi,Grüne,Christian Traber,CVP,Tiefbau- und Entsorgungsdepartement (TED)
16,18.8.2004,2004/421,Markus Schwyn,PFZ,Monika Erfigen,SVP,Finanzdepartement (FD)
17,30.08.2017,2017/290,Balz Bürgisser,Grüne,Rosa Maino,AL,Stadtrat
18,06.03.2019,2019/84,Ernst Danner,EVP,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
19,18.8.2004,2004/409,Susi Gut,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
20,18.5.2005,2005/197,Susi Gut,PFZ,Cornelia Schaub,SVP,Schul- und Sportdepartement (SSD)
21,03.10.2007,2007/535,Alecs Recher,AL,Peider Filli,Grüne,
22,12.07.2017,2017/247,Ursula Uttinger,FDP,Marco Denoth,SP,Stadtrat
23,27.01.2010,2010/63,Christine Seidler,SP,Ueli Nagel,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
24,30.01.2019,2019/46,Markus Baumann,GLP,Marco Denoth,SP,Gemeinderat
25,27.01.2010,2010/62,Christine Seidler,SP,Ueli Nagel,Grüne,Hochbaudepartement (HBD)
26,13.03.2019,2019/91,Balz Bürgisser,Grüne,Yasmine Bourgeois,FDP,Gemeinderat
27,15.05.2019,2019/198,Olivia Romanelli,AL,Gabriele Kisker,Grüne,Gemeinderat
28,06.07.2016,2016/257,Jonas Steiner,SP,Ursula Uttinger,FDP,Stadtrat
29,11.06.2014,2014/187,Peter Küng,SP,Gian von Planta,GLP,Tiefbau- und Entsorgungsdepartement (TED)
30,31.01.2007,2007/52,Daniel Meier,CVP,Albert Leiser,FDP,
31,7.4.2004,2004/193,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
32,21.6.2006,2006/257,Heinz Jacobi,SP,Robert Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
33,14.03.2012,2012/101,Cäcilia Hänni-Etter,FDP,Isabel Garcia,GLP,Departement der Industriellen Betriebe (DIB)
34,27.1.1999,1999/30,Hermann Aebi,Parteilos,Hans Marolf,SVP,Tiefbau- und Entsorgungsdepartement (TED)
35,22.6.2005,2003/306,Robert Schönbächler,CVP,Daniel Leupi,Grüne,
36,04.06.2014,2014/178,Ursula Uttinger,FDP,Markus Baumann,GLP,Sozialdepartement (SD)
37,24.3.2004,2004/150,Albert Leiser,FDP,Peter Püntener,GLP,Schul- und Sportdepartement (SSD)
38,16.12.2009,2009/601,Bruno Wohler,SVP,Thomas Wyss,Grüne,Hochbaudepartement (HBD)
39,7.9.2005,2005/357,Mauro Tuena,SVP,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
40,24.11.2004,2004/622,Marlène Butz,SP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
41,28.10.1998,1998/345,Jürg Liebermann,,Monjek Rosenheim,FDP,
42,30.09.2009,2007/642,Daniel Leupi,Grüne,Roger Tognella,FDP,
43,9.2.2005,2005/43,Mauro Tuena,SVP,Susi Gut,PFZ,Präsidialdepartement (PRD)
44,16.12.2016,2016/451,Mario Mariani,CVP,Heinz F. Steger,FDP,
45,18.05.2011,2005/551,Bernhard Piller,Grüne,Mario Mariani,CVP,
46,8.2.2005,2005/223,Corine Mauch,SP,Ernst Danner,EVP,
47,4.7.2001,2001/388,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
48,3.5.2006,2006/135,Judith Bucher,SP,Christian Traber,CVP,
49,10.11.2004,2004/583,Thomas Marthaler,SP,Christian Traber,CVP,Polizeidepartement (PD)
50,20.04.2016,2016/135,Pascal Lamprecht,SP,Markus Baumann,GLP,Stadtrat
51,24.1.2001,2001/27,Christian Mettler,SVP,Markus Schwyn,PFZ,Sozialdepartement (SD)
52,10.6.1998,1998/184,Monjek Rosenheim,FDP,Jürg Liebermann,,Finanzdepartement (FD)
53,20.12.2000,2000/616,Markus Schwyn,PFZ,Christian Mettler,SVP,Sozialdepartement (SD)
54,10.12.1997,1997/539,Rolf Walther,FDP,Jürg Liebermann,,Finanzdepartement (FD)
55,08.01.20,2014/230,Marcel Schönbächler,CVP,Peter Küng,SP,
56,25.11.2009,2009/561,Daniel Regli,SVP,Peter Anderegg,EVP,Tiefbau- und Entsorgungsdepartement (TED)
57,25.11.2009,2009/549,Walter Angst,AL,Jean-Claude Virchaux,CVP,
58,21.09.2011,2011/349,Dorothea Frei,SP,Roger Tognella,FDP,Tiefbau- und Entsorgungsdepartement (TED)
59,04.02.2015,2015/44,Markus Knauss,Grüne,Guido Trevisan,GLP,
60,20.04.2016,2016/137,Marcel Tobler,SP,Markus Hungerbühler,CVP,
61,30.1.91,1991/56,Werner Furrer,SVP,Paul Kleger,FDP,Hochbaudepartement (HBD)
62,18.1.2006,2006/10,Roger Tognella,FDP,Gerold Lauber,CVP,Sozialdepartement (SD)
63,12.7.2000,2000/364,Mauro Tuena,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
64,29.09.2010,2010/416,Gabriele Kisker,Grüne,Samuel Dubno,GLP,Tiefbau- und Entsorgungsdepartement (TED)
65,17.12.2003,2003/502,Markus Schwyn,PFZ,Monika Erfigen,SVP,Sozialdepartement (SD)
66,9.2.2005,2005/41,Robert Schönbächler,CVP,Heinz Bögle,SP,Tiefbau- und Entsorgungsdepartement (TED)
67,31.01.2018,2018/38,Alexander Brunner,FDP,Shaibal Roy,GLP,Finanzdepartement (FD)
68,03.07.2013,2013/258,Ann-Catherine Nabholz,GLP,Heinz F. Steger,FDP,
69,16.12.2009,2009/603,Mario Mariani,CVP,Hanspeter Kunz,EVP,Polizeidepartement (PD)
70,26.10.2005,2005/427,Robert Schönbächler,CVP,Ernst Danner,EVP,Tiefbau- und Entsorgungsdepartement (TED)
71,24.10.2018,2018/404,Yasmine Bourgeois,FDP,Susanne Brunner,SVP,
72,1.12.2004,2004/634,Maya Burri-Wenger,SP,Gerold Lauber,CVP,
73,10.12.2003,2003/489,Oliver B. Meier,SVP,Gerold Lauber,CVP,Hochbaudepartement (HBD)
74,14.03.2012,2012/103,Simon Kälin-Werth,Grüne,Marlène Butz,SP,
75,11.12.1996,2006/255,Bastien Girod,Grüne,Ernst Danner,EVP,
76,9.2.2000,2000/65,Jürg R. Schüepp,FDP,Willy Furter,EVP,Tiefbau- und Entsorgungsdepartement (TED)
77,04.02.2009,2009/55,Esther Straub,SP,Gabriele Kisker,Grüne,Gesundheits- und Umweltdepartement (GUD)
78,09.04.2008,2008/174,Richard Rabelbauer,EVP,Esther Ponti-Weder,,Schul- und Sportdepartement (SSD)
79,18.04.2018,2018/160,Jean-Daniel Strub,SP,Andreas Kirstein,AL,Stadtrat
80,05.11.2014,2014/350,Markus Knauss,Grüne,Simone Brander,SP,Tiefbau- und Entsorgungsdepartement (TED)
81,02.04.2008,2008/160,Heinz F. Steger,FDP,Daniel Meier,CVP,Hochbaudepartement (HBD)
82,13.03.2019,2019/93,Sven Sobernheim,GLP,Andri Silberschmidt,FDP,Stadtrat
83,26.3.2008,2008/148,Ernst Danner,EVP,Urs Rechsteiner,,Präsidialdepartement (PRD)
84,24.11.1999,1999/587,Christoph Hug,Grüne,Marie-Therese Meier,SP,Tiefbau- und Entsorgungsdepartement (TED)
85,12.07.2017,2017/244,Roger Liebi,SVP,Markus Knauss,Grüne,
86,18.5.2005,2005/194,Gregor Bucher,,Daniel Leupi,Grüne,Hochbaudepartement (HBD)
87,03.12.2014,2014/393,Patrick Hadi Huber,SP,Markus Knauss,Grüne,Hochbaudepartement (HBD)
88,12.07.2017,2017/250,Eduard Guggenheim,AL,Marcel Bührig,Grüne,Stadtrat
89,26.9.2007,2007/522,Ruth Ackermann,CVP,Ernst Danner,EVP,Präsidialdepartement (PRD)
90,03.02.2010,2010/74,Bernhard Piller,Grüne,Monika Bloch Süss,CSP,Tiefbau- und Entsorgungsdepartement (TED)
91,27.01.2010,2010/60,Myrtha Meuli,SP,Hans Bachmann,FDP,Hochbaudepartement (HBD)
92,27.01.2010,2010/61,Monika Bloch Süss,CSP,Bernhard Jüsi,SP,Polizeidepartement (PD)
93,30.01.2019,2019/45,Marco Denoth,SP,Brigitte Fürer,Grüne,Gemeinderat
94,03.02.2010,2010/75,Monika Bloch Süss,CSP,Hans Urs von Matt,SP,Gesundheits- und Umweltdepartement (GUD)
95,6.11.2002,2002/472,Walter Angst,AL,Pierino Cerliani,Grüne,Finanzdepartement (FD)
96,14.1.2004,2004/28,Susi Gut,PFZ,Monika Erfigen,SVP,
97,03.10.2007,2007/537,Ernst Danner,EVP,Ruth Ackermann,CVP,Polizeidepartement (PD)
98,23.09.2009,2009/428,Marcel Z'graggen,CVP,Richard Rabelbauer,EVP,Präsidialdepartement (PRD)
99,08.01.20,1991/392,Toni Baur,Grüne,Erika Mägli-Fischer,SP,Geschäftsbericht Stadtrat
100,2.4.2008,2008/161,Ueli Nagel,Grüne,Claudia Rabelbauer,EVP,
101,05.11.2014,2014/351,Heinz F. Steger,FDP,Ruth Ackermann,CVP,Polizeidepartement (PD)
102,18.04.2018,2018/161,Elena Marti,Grüne,Anjushka Früh,SP,Stadtrat
103,02.12.2015,2015/383,Markus Knauss,Grüne,Urs Helfenstein,SP,
104,20.8.2003,2003/305,Markus Schwyn,PFZ,Martin Burger,SVP,Präsidialdepartement (PRD)
105,10.12.2003,2003/488,Oliver B. Meier,SVP,Gerold Lauber,CVP,Hochbaudepartement (HBD)
106,19.09.2018,2018/377,Luca Maggi,Grüne,Christina Schiller,AL,Gemeinderat
107,21.04.2010,2010/205,Beat Bloch,CSP,Thomas Wyss,Grüne,Polizeidepartement (PD)
108,26.10.2005,2005/426,Ueli Nagel,Grüne,Monjek Rosenheim,FDP,Tiefbau- und Entsorgungsdepartement (TED)
109,9.1.2002,2002/7,Bruno Sidler,SVP,Markus Schwyn,PFZ,Präsidialdepartement (PRD)
110,28.10.1998,1998/352,Nicole Bisig,SP,Pierino Cerliani,Grüne,Hochbaudepartement (HBD)
111,09.01.2019,2019/4,Marcel Müller,FDP,Pascal Lamprecht,SP,Stadtrat
112,20.01.2016,2016/28,Hans Urs von Matt,SP,Christian Traber,CVP,Präsidialdepartement (PRD)
113,16.3.2005,2005/97,Eva Virag Jansen,Grüne,Gregor Bucher,,Hochbaudepartement (HBD)
114,21.12.2005,2005/552,Bernhard Piller,Grüne,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
115,20.04.2016,2016/136,Jonas Steiner,SP,Shaibal Roy,GLP,
116,1.2.2006,2006/39,Mario Mariani,CVP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
117,13.12.2017,2017/457,Thomas Schwendener,SVP,Christoph Luchsinger,FDP,Hochbaudepartement (HBD)
118,10.6.1998,1998/187,Niklaus Scherr,AL,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
119,20.12.2000,2000/615,Markus Schwyn,PFZ,Christopher Vohdin,SVP,Polizeidepartement (PD)
120,28.09.2011,2011/360,Gian von Planta,GLP,Katrin Wüthrich,SP,Geschäftsbericht Stadtrat
121,02.12.2009,2009/570,Jacqueline Badran,SP,Balthasar Glättli,Grüne,Präsidialdepartement (PRD)
122,20.12.2000,2000/611,Köbi Möri,Parteilos,Jürg Casparis,SVP,
123,10.7.2002,2002/258,Daniel Leupi,Grüne,Alexander Jäger,FDP,Geschäftsbericht Stadtrat
124,6.6.2007,2007/321,Fakir Atalay,,Ueli Nagel,Grüne,Gesundheits- und Umweltdepartement (GUD)
125,10.11.2004,2004/584,Thomas Marthaler,SP,Christian Traber,CVP,Polizeidepartement (PD)
126,6.1.1999,1999/8,Robert Schönbächler,CVP,Placidus Maissen,,Tiefbau- und Entsorgungsdepartement (TED)
127,15.11.2006,2006/495,Gregor Bucher,,Ernst Danner,EVP,
128,21.3.2001,2001/172,Köbi Möri,Parteilos,Theo Hauri,SVP,Tiefbau- und Entsorgungsdepartement (TED)
129,23.8.2000,2000/407,Robert Schönbächler,CVP,Willy Furter,EVP,Departement der Industriellen Betriebe (DIB)
130,08.01.20,2000/413,Balthasar Glättli,Grüne,Markus Bischoff,AL,
131,21.09.2016,2016/318,Renate Fischer,SP,Isabel Garcia,GLP,
132,2.3.2005,2005/78,Susi Gut,PFZ,Thomas Schwendener,SVP,Präsidialdepartement (PRD)
133,2.7.2003,2003/249,Walter Angst,AL,Heidi Bucher-Steinegger,Grüne,Gesundheits- und Umweltdepartement (GUD)
134,9.2.2005,2005/44,Susi Gut,PFZ,Mauro Tuena,SVP,Präsidialdepartement (PRD)
135,28.09.2016,2016/330,Davy Graf,SP,Andreas Kirstein,AL,Sicherheitsdepartement (SID)
136,11.03.2009,2009/93,Susi Gut,PFZ,Ernst Danner,EVP,Sozialdepartement (SD)
137,5.7.2006,2006/287,Peter Anderegg,EVP,Daniel Meier,CVP,Polizeidepartement (PD)
138,05.07.2006,2006/293,Robert Schönbächler,CVP,Ernst Danner,EVP,Tiefbau- und Entsorgungsdepartement (TED)
139,24.08.2016,2016/278,Reto Vogelbacher,CVP,Elisabeth Schoch,FDP,Gesundheits- und Umweltdepartement (GUD)
140,29.06.2016,2016/250,Alan David Sangines,SP,Shaibal Roy,GLP,Sozialdepartement (SD)
141,28.9.2005,2005/387,Markus Schwyn,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
142,7.4.2004,2004/194,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
143,04.09.2013,2013/301,Gabriele Kisker,Grüne,Eva-Maria Würth,SP,
144,02.04.2008,2008/159,Karin Rykart Sutter,Grüne,Martin Sarbach,SP,Polizeidepartement (PD)
145,06.03.2019,2019/82,Roger Bartholdi,SVP,Pascal Lamprecht,SP,Stadtrat
146,16.09.2009,2009/404,Urs Rechsteiner,,Jean-Claude Virchaux,CVP,
147,09.04.2008,2008/171,Martin Sarbach,SP,Mario Mariani,CVP,Hochbaudepartement (HBD)
148,08.06.2011,2011/204,Guido Trevisan,GLP,Alexander Jäger,FDP,
149,14.11.2001,2001/576,Robert Schönbächler,CVP,Andres Türler,FDP,Polizeidepartement (PD)
150,30.6.2004,2004/341,Georg Schmid,CVP,Anton Stäbler,,Finanzdepartement (FD)
151,29.03.2017,2017/78,Katharina Prelicz-Huber,Grüne,Michael Kraft,SP,
152,26.3.2003,2003/117,Emil Seliner,SP,Robert Schönbächler,CVP,
153,08.03.2017,2017/44,Eduard Guggenheim,AL,Andreas Edelmann,SP,
154,18.5.2005,2005/191,Beatrice Reimann,SP,Ernst Danner,EVP,Departement der Industriellen Betriebe (DIB)
155,10.06.2015,2015/184,Matthias Probst,Grüne,Guido Trevisan,GLP,Polizeidepartement (PD)
156,9.5.2007,2007/240,Andrew Katumba,SP,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
157,18.5.2005,2005/190,Gregor Bucher,,Muriel Herzig,Grüne,
158,17.03.2010,2003/116,Emil Seliner,SP,Robert Schönbächler,CVP,
159,23.08.2017,2017/268,Sven Sobernheim,GLP,Pascal Lamprecht,SP,
160,2.6.1999,1999/226,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
161,29.03.2017,2017/79,Mathias Manz,SP,Katharina Prelicz-Huber,Grüne,
162,30.6.2004,2004/340,Georg Schmid,CVP,Anton Stäbler,,Finanzdepartement (FD)
163,23.10.2019,2019/439,Marcel Savarioud,SP,Felix Moser,Grüne,Stadtrat
164,7.4.2004,2004/195,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
165,4.2.2009,2009/45,Ueli Nagel,Grüne,Claudia Simon,FDP,Schul- und Sportdepartement (SSD)
166,24.10.2018,2018/399,Eduard Guggenheim,AL,Stefan Urech,SVP,Stadtrat
167,17.12.2003,2003/499,Thomas Marthaler,SP,Christian Traber,CVP,
168,28.09.2016,2016/331,Elisabeth Schoch,FDP,Rolf Müller,SVP,Gesundheits- und Umweltdepartement (GUD)
169,05.12.2007,2007/644,Monika Bloch Süss,CSP,Gabriele Kisker,Grüne,Polizeidepartement (PD)
170,6.2.2002,2002/58,Heinz Jacobi,SP,Katharina Prelicz-Huber,Grüne,Finanzdepartement (FD)
171,9.2.2005,2005/51,Marianne Dubs Früh,SP,Kurt Maeder,CVP,
172,28.10.1998,1998/343,Beat Badertscher,FDP,Peter Stähli-Barth,SP,Tiefbau- und Entsorgungsdepartement (TED)
173,28.3.2001,2001/198,Andreas J. Schlegel,,Robert Eggler,FDP,Finanzdepartement (FD)
174,21.09.2016,2016/319,Marcel Bührig,Grüne,Sven Sobernheim,GLP,
175,8.6.2005,2005/225,Marianne Dubs Früh,SP,Kurt Maeder,CVP,
176,29.09.2010,2010/412,Bernhard Piller,Grüne,Mirella Wepf,SP,Departement der Industriellen Betriebe (DIB)
177,21.3.2001,2001/173,Köbi Möri,Parteilos,Bruno Sidler,SVP,Departement der Industriellen Betriebe (DIB)
178,29.8.2007,2007/452,Beatrice Reimann,SP,Daniel Leupi,Grüne,Geschäftsbericht Stadtrat
179,14.7.1999,1999/346,Niklaus Scherr,AL,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
180,5.4.2000,2000/176,Marcel Knörr,FDP,Hermann Aebi,Parteilos,Tiefbau- und Entsorgungsdepartement (TED)
181,13.12.2000,2000/604,Markus Schwyn,PFZ,Christopher Vohdin,SVP,Tiefbau- und Entsorgungsdepartement (TED)
182,5.5.2004,2004/220,Susi Gut,PFZ,Monika Erfigen,SVP,Finanzdepartement (FD)
183,10.6.1998,1998/182,Jürg Liebermann,,Monjek Rosenheim,FDP,Tiefbau- und Entsorgungsdepartement (TED)
184,10.6.1998,1998/180,Rolf Walther,FDP,Jürg Liebermann,,Finanzdepartement (FD)
185,28.8.2002,2002/298,Georg Schmid,CVP,Willy Furter,EVP,Polizeidepartement (PD)
186,08.04.2015,2015/95,Walter Angst,AL,Rebekka Wyler,SP,
187,5.5.2004,2004/222,Monika Erfigen,SVP,Markus Schwyn,PFZ,Gesundheits- und Umweltdepartement (GUD)
188,11.12.2009,2009/598,Christian Traber,CVP,Daniel Leupi,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
189,29.8.2007,2007/450,Gabriele Kisker,Grüne,Andrew Katumba,SP,Hochbaudepartement (HBD)
190,06.06.2007,2007/322,Fakir Atalay,,Ueli Nagel,Grüne,Gesundheits- und Umweltdepartement (GUD)
191,6.9.2000,2000/438,Markus Schwyn,PFZ,Christopher Vohdin,SVP,Stadtschreiber/in (STS)
192,8.11.2006,2006/482,Richard Rabelbauer,EVP,Daniel Meier,CVP,
193,7.1.2004,2004/6,Robert Schönbächler,CVP,Anton Stäbler,,Tiefbau- und Entsorgungsdepartement (TED)
194,18.12.2013,2008/576,Urs Rechsteiner,,Martin Mächler,EVP,
195,7.4.1999,1999/152,Robert Schönbächler,CVP,Willy Furter,EVP,Präsidialdepartement (PRD)
196,21.12.2016,2016/469,Hans Jörg Käppeli,SP,Markus Knauss,Grüne,Stadtrat
197,16.12.1998,1998/433,Köbi Möri,Parteilos,Lorenz Habicher,SVP,Präsidialdepartement (PRD)
198,17.01.2018,2018/16,Katharina Prelicz-Huber,Grüne,Markus Baumann,GLP,Stadtrat
199,19.09.2018,2018/358,Matthias Probst,Grüne,Florian Utz,SP,Stadtrat
200,17.3.2004,2004/140,Susi Gut,PFZ,Karin Peter,SVP,Polizeidepartement (PD)
201,22.11.2000,2000/564,Markus Schwyn,PFZ,Mauro Tuena,SVP,Präsidialdepartement (PRD)
202,24.3.2004,2004/154,Susi Gut,PFZ,Monika Erfigen,SVP,Gesundheits- und Umweltdepartement (GUD)
203,8.7.1998,1998/221,Rolf Kuhn,SP,Kurt Tschopp,CVP,Tiefbau- und Entsorgungsdepartement (TED)
204,02.12.2015,2015/384,Ezgi Akyol,AL,Linda Bär,SP,Sozialdepartement (SD)
205,3.12.2003,2003/464,Bruno Amacker,SVP,Susi Gut,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
206,08.01.20,1996/100,André Odermatt,SP,Niklaus Scherr,AL,Geschäftsbericht Stadtrat
207,06.03.2019,2019/81,Nicole Giger,SP,Andri Silberschmidt,FDP,Stadtrat
208,30.6.,2004/342,Andreas Ammann,,Rolf Kuhn,SP,Hochbaudepartement (HBD)
209,13.4.2005,2005/145,Susi Gut,PFZ,Bruno Wohler,SVP,Präsidialdepartement (PRD)
210,18.5.2005,2005/192,Gregor Bucher,,Eva Virag Jansen,Grüne,Hochbaudepartement (HBD)
211,18.09.2019,2017/243,Marco Denoth,SP,Sven Sobernheim,GLP,Kommission
212,6.11.2002,2002/474,Dorothea Frei,SP,Simone Bertogg-Baudet,Grüne,Schul- und Sportdepartement (SSD)
213,18.5.2005,2005/193,Gregor Bucher,,Pierino Cerliani,Grüne,Hochbaudepartement (HBD)
214,15.03.2017,2017/52,Roger-Paul Speck,SP,Markus Merki,GLP,Stadtrat
215,21.02.2019,2019/57,Luca Maggi,Grüne,Christina Schiller,AL,
216,16.09.2009,2009/406,Alexander Jäger,FDP,Bernhard Piller,Grüne,Departement der Industriellen Betriebe (DIB)
217,30.6.2004,2004/343,Markus Schwyn,PFZ,Monika Erfigen,SVP,Sozialdepartement (SD)
218,11.5.2005,2005/178,Susi Gut,PFZ,Bruno Sidler,SVP,Präsidialdepartement (PRD)
219,18.8.2004,2004/419,Andreas Ammann,,Robert Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
220,08.01.20,2019/80,Markus Knauss,Grüne,Simone Brander,SP,
221,7.4.2004,2004/196,Roger Liebi,SVP,Markus Schwyn,PFZ,
222,29.06.2016,2016/252,Christina Schiller,AL,Guy Krayenbühl,GLP,
223,11.09.2013,2013/317,Peter Küng,SP,Michael Schmid,FDP,Schul- und Sportdepartement (SSD)
224,08.01.20,2012/138,Bernhard Piller,Grüne,Helen Glaser,SP,
225,9.2.2000,2000/76,Mauro Tuena,SVP,Markus Schwyn,PFZ,Departement der Industriellen Betriebe (DIB)
226,24.3.2004,2004/155,Susi Gut,PFZ,Monika Erfigen,SVP,Gesundheits- und Umweltdepartement (GUD)
227,5.7.2006,2006/291,Robert Schönbächler,CVP,Niklaus Scherr,AL,
228,08.01.20,1997/110,Theres Renner,FraP,Susanne Erdös-Schärer,SP,Schul- und Sportdepartement (SSD)
229,5.10.2005,2005/408,Christine Seidler,SP,Gerold Lauber,CVP,Departement der Industriellen Betriebe (DIB)
230,21.12.2016,2016/468,Hans Jörg Käppeli,SP,Markus Knauss,Grüne,Stadtrat
231,15.6.2005,2005/232,Susi Gut,PFZ,Cornelia Schaub,SVP,Präsidialdepartement (PRD)
232,21.3.2001,2001/170,Andreas J. Schlegel,,Robert Eggler,FDP,Polizeidepartement (PD)
233,7.1.2004,2004/7,Daniel Leupi,Grüne,Mark Roth,SP,Tiefbau- und Entsorgungsdepartement (TED)
234,04.02.2015,2015/43,Petek Altinay,SP,Christina Hug,Grüne,"Präsidialdepartement (PRD), Stadtschreiber/in (STS)"
235,6.6.2007,2007/323,Mario Mariani,CVP,Bruno Wohler,SVP,Sozialdepartement (SD)
236,14.7.1999,1999/345,Markus Bischoff,AL,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
237,11.12.2009,2009/599,Monika Bloch Süss,CSP,Martin Abele,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
238,22.05.2019,2019/214,Urs Egger,FDP,Anjushka Früh,SP,Gemeinderat
239,02.12.2009,2009/566,Walter Angst,AL,Balthasar Glättli,Grüne,Präsidialdepartement (PRD)
240,12.9.2007,2007/492,Martin Sarbach,SP,Alecs Recher,AL,Polizeidepartement (PD)
241,10.11.2004,2004/579,Andreas Ammann,,Marlène Butz,SP,Tiefbau- und Entsorgungsdepartement (TED)
242,17.6.1998,1998/195,Peter Marti,,Monjek Rosenheim,FDP,Polizeidepartement (PD)
243,10.6.1998,1998/181,Jürg Liebermann,,Hans-Ulrich Meier,FDP,Präsidialdepartement (PRD)
244,28.8.2002,2002/299,Markus Schwyn,PFZ,Rolf André Siegenthaler-Benz,SVP,Polizeidepartement (PD)
245,14.12.2011,2009/501,Peter Anderegg,EVP,Daniel Meier,CVP,
246,20.10.2004,2004/536,Susi Gut,PFZ,Bernhard Britschgi,SVP,Departement der Industriellen Betriebe (DIB)
247,20.11.2019,2019/501,Natalie Eberle,AL,Katharina Prelicz-Huber,Grüne,Gemeinderat
248,20.12.2002,2002/567,Susann Birrer,FDP,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
249,2.6.2004,2004/287,Markus Schwyn,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
250,08.01.20,2007/344,Gregor Bucher,,Ernst Danner,EVP,
251,06.12.2017,2017/436,Pascal Lamprecht,SP,Markus Baumann,GLP,
252,19.12.2018,2018/504,Walter Angst,AL,Jean-Daniel Strub,SP,
253,12.6.1996,1996/210,Peter Stähli-Barth,SP,Christoph Hug,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
254,21.03.2007,2007/152,Salvatore Di Concilio,SP,Fakir Atalay,,Polizeidepartement (PD)
255,02.03.2016,2016/61,Rebekka Wyler,SP,Ezgi Akyol,AL,
256,22.12.2010,2008/289,Niklaus Scherr,AL,Claudia Nielsen,SP,Departement der Industriellen Betriebe (DIB)
257,11.07.2018,2018/289,Corina Gredig,GLP,Marion Schmid,SP,
258,9.11.2005,2005/453,Markus Knauss,Grüne,Claudia Nielsen,SP,Polizeidepartement (PD)
259,16.04.2014,2014/126,Pawel Silberring,SP,Christian Traber,CVP,
260,01.12.2010,2010/502,Fabienne Vocat,Grüne,Michael Baumer,FDP,Hochbaudepartement (HBD)
261,28.11.2018,2018/464,Balz Bürgisser,Grüne,Ursula Näf,SP,Stadtrat
262,08.01.20,1990/490,Salomon Browar,,Toni Baur,Grüne,Polizeidepartement (PD)
263,15.12.2004,2004/668,Markus Schwyn,PFZ,Roger Liebi,SVP,Finanzdepartement (FD)
264,16.09.2015,2015/309,Andreas Edelmann,SP,Markus Kunz,Grüne,
265,3.2.1999,1999/52,Peter Marti,,Monjek Rosenheim,FDP,Polizeidepartement (PD)
