,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
709,9.5.2001,2001/242,Markus Schwyn,PFZ,Raphaela-Franziska Ulcay-Hauser,SVP,Präsidialdepartement (PRD)
710,05.02.2014,2014/47,Marco Denoth,SP,Heinz F. Steger,FDP,Hochbaudepartement (HBD)
711,21.6.2000,2000/290,Markus Schwyn,PFZ,Mauro Tuena,SVP,Departement der Industriellen Betriebe (DIB)
712,19.11.2003,2003/435,Min Li Marti,SP,Gregor Bucher,Grüne,Präsidialdepartement (PRD)
713,17.3.2004,2004/139,Susi Gut,PFZ,Bernhard Britschgi,SVP,Präsidialdepartement (PRD)
714,25.10.2000,2000/509,Köbi Möri,Parteilos,Hans Marolf,SVP,Schul- und Sportdepartement (SSD)
715,29.01.20,2004/105,Niklaus Scherr,AL,Emil Seliner,SP,Departement der Industriellen Betriebe (DIB)
716,28.3.2007,2007/165,Robert Schönbächler,CVP,Bruno Garzotto,SVP,Finanzdepartement (FD)
717,16.03.2016,2016/81,Marcel Savarioud,SP,Karin Weyermann,CVP,Gesundheits- und Umweltdepartement (GUD)
718,08.01.20,1993/410,Toni Baur,Grüne,Ueli Keller,SP,Tiefbau- und Entsorgungsdepartement (TED)
719,20.06.2018,2018/241,Urs Egger,FDP,Anjushka Früh,SP,Schul- und Sportdepartement (SSD)
720,02.09.2015,2015/276,Marcel Savarioud,SP,Roger Tognella,FDP,Tiefbau- und Entsorgungsdepartement (TED)
721,28.5.2008,2008/241,Marco V. Camin,FDP,Bernhard Piller,Grüne,Hochbaudepartement (HBD)
722,28.02.2018,2018/84,Patrick Albrecht,FDP,Markus Hungerbühler,CVP,Hochbaudepartement (HBD)
723,29.9.1999,1999/473,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
725,19.06.2019,2019/278,Alexander Brunner,FDP,Pirmin Meyer,GLP,Präsidialdepartement (PRD)
727,05.06.2019,2019/250,Andrea Leitner Verhoeven,AL,Ann-Catherine Nabholz,GLP,Tiefbau- und Entsorgungsdepartement (TED)
728,05.06.2019,2019/244,Nadia Huberson,SP,Përparim Avdili,FDP,Präsidialdepartement (PRD)
729,27.2.2008,2008/95,Ernst Danner,EVP,Urs Rechsteiner,CVP,
730,17.6.2009,2009/268,Severin Pflüger,FDP,Daniel Meier,CVP,Hochbaudepartement (HBD)
731,28.2.2001,2001/89,Markus Schwyn,PFZ,Hansruedi Bär,SVP,Sozialdepartement (SD)
732,07.12.2011,2011/468,Michel Urben,SP,Marcel Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
733,8.3.2000,2000/109,Joe A. Manser,SP,Max Fritz,FDP,Departement der Industriellen Betriebe (DIB)
734,04.12.2019,2019/532,Guido Hüni,GLP,Sebastian Vogel,FDP,Departement der Industriellen Betriebe (DIB)
735,27.08.2014,2014/263,Hans Jörg Käppeli,SP,Andreas Kirstein,AL,Departement der Industriellen Betriebe (DIB)
736,2.6.2004,2004/288,Christina Bellin-Isele,SP,Thomas  Kappeler,CVP,Hochbaudepartement (HBD)
737,20.6.2007,2007/363,Albert Leiser,FDP,Hedy Schlatter,SVP,Sozialdepartement (SD)
738,30.03.2011,2011/98,Marc Bourgeois,FDP,Guido Trevisan,GLP,Polizeidepartement (PD)
739,16.11.2016,2016/399,Katharina Prelicz-Huber,Grüne,Gabriela Rothenfluh,SP,Finanzdepartement (FD)
740,20.9.2006,2006/399,Alecs Recher,AL,Matthias Probst,Grüne,Polizeidepartement (PD)
741,11.07.2018,2018/279,Barbara Wiesmann,SP,Res Marti,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
742,4.10.2000,2000/486,Köbi Möri,Parteilos,Luzi Rüegg,SVP,Polizeidepartement (PD)
743,24.11.2010,2010/486,Christina Hug,Grüne,Isabel Garcia,GLP,Präsidialdepartement (PRD)
744,13.03.2013,2013/89,Gabriele Kisker,Grüne,Simone Brander,SP,Hochbaudepartement (HBD)
745,5.6.2002,2002/187,Christopher Vohdin,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
746,02.07.2008,2008/325,Dominique Feuillet,SP,Matthias Probst,Grüne,Polizeidepartement (PD)
747,16.09.2009,2004/667,Susi Gut,PFZ,Thomas Schwendener,SVP,Präsidialdepartement (PRD)
748,1.11.2000,2000/525,Köbi Möri,Parteilos,Werner Furrer,SVP,Schul- und Sportdepartement (SSD)
749,26.02.2014,2014/57,Martin Luchsinger,GLP,Jean-Claude Virchaux,CVP,Finanzdepartement (FD)
750,05.12.2018,2018/480,Balz Bürgisser,Grüne,Simone Brander,SP,Tiefbau- und Entsorgungsdepartement (TED)
751,12.12.2018,2018/494,Markus Knauss,Grüne,Hans Jörg Käppeli,SP,Departement der Industriellen Betriebe (DIB)
752,06.03.2013,2013/76,Marc Bourgeois,FDP,Mauro Tuena,SVP,Tiefbau- und Entsorgungsdepartement (TED)
753,15.04.2015,2015/110,Michel Urben,SP,Karin Meier-Bohrer,Grüne,Polizeidepartement (PD)
754,16.6.2004,2004/317,Markus Schwyn,PFZ,Bruno Garzotto,SVP,Sozialdepartement (SD)
755,28.03.2018,2018/127,Helen Glaser,SP,Markus Kunz,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
756,13.11.2019,2019/491,Olivia Romanelli,AL,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
757,13.07.2011,2011/291,Marcel Schönbächler,CVP,Florian Utz,SP,Departement der Industriellen Betriebe (DIB)
758,18.01.2017,2017/12,Andreas Egli,FDP,Stephan Iten,SVP,Finanzdepartement (FD)
759,30.5.2001,2001/291,Christopher Vohdin,SVP,Markus Schwyn,PFZ,Tiefbau- und Entsorgungsdepartement (TED)
760,28.10.2009,2009/490,Fiammetta Jahreiss-Montagnani,SP,Christian Traber,CVP,Hochbaudepartement (HBD)
761,24.10.2007,2007/564,Markus Knauss,Grüne,Beatrice Reimann,SP,Tiefbau- und Entsorgungsdepartement (TED)
762,18.12.19,2001/290,Joe A. Manser,SP,Christoph Hug,Grüne,Hochbaudepartement (HBD)
763,18.01.2017,2017/13,Andreas Egli,FDP,Stephan Iten,SVP,Finanzdepartement (FD)
764,24.10.2007,2007/570,Ruth Anhorn,SVP,Claudia Simon,FDP,Schul- und Sportdepartement (SSD)
766,10.04.2013,2013/140,Irene Bernhard,GLP,Ursula Uttinger,FDP,Sozialdepartement (SD)
767,16.01.2019,2019/16,Katharina Prelicz-Huber,Grüne,Natalie Eberle,AL,Sozialdepartement (SD)
768,28.1.2004,2004/47,Gregor Bucher,Grüne,Mark Richli,SP,Schul- und Sportdepartement (SSD)
769,23.3.2005,2005/111,Roger Liebi,SVP,Markus Schwyn,PFZ,Hochbaudepartement (HBD)
770,08.04.2015,2015/105,Petek Altinay,SP,Matthias Probst,Grüne,Polizeidepartement (PD)
771,4.6.2003,2003/183,Daniel Leupi,Grüne,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
772,9.5.2001,2001/253,Markus Schwyn,PFZ,Jürg Casparis,SVP,Finanzdepartement (FD)
773,30.09.2009,2009/447,Jean-Daniel Strub,SP,Balthasar Glättli,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
774,28.03.2018,2018/126,Helen Glaser,SP,Markus Kunz,Grüne,Departement der Industriellen Betriebe (DIB)
775,08.06.2016,2016/207,Marco Denoth,SP,Ann-Catherine Nabholz,GLP,Hochbaudepartement (HBD)
776,06.12.2018,2018/481,Mischa Schiwow,AL,Marianne Aubert,SP,Finanzdepartement (FD)
777,27.11.2013,2013/424,Pascal Lamprecht,SP,Joachim Hagger,FDP,Zuteilung ausstehend
778,13.11.2013,2013/395,Roger Tognella,FDP,Dorothea Frei,SP,Sozialdepartement (SD)
779,1.11.2000,2000/524,Hans-Ulrich Meier,FDP,Werner Sieg,SP,Hochbaudepartement (HBD)
780,3.3.2004,2004/100,Susi Gut,PFZ,Roger Bartholdi,SVP,Polizeidepartement (PD)
781,24.8.2005,2005/313,Markus Schwyn,PFZ,Mauro Tuena,SVP,Tiefbau- und Entsorgungsdepartement (TED)
782,14.11.2018,2018/442,Simone Brander,SP,Simon Kälin-Werth,Grüne,Sicherheitsdepartement (SID)
783,5.6.2002,2002/186,Christopher Vohdin,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
784,9.11.2005,2005/449,Peter Püntener,GLP,Gerold Lauber,CVP,Polizeidepartement (PD)
785,29.08.2018,2018/318,Stefan Urech,SVP,Urs Helfenstein,SP,Sicherheitsdepartement (SID)
786,4.10.2000,2000/487,Köbi Möri,Parteilos,Theo Hauri,SVP,Tiefbau- und Entsorgungsdepartement (TED)
787,31.01.2018,2018/42,Pascal Lamprecht,SP,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
788,21.3.2007,2007/148,Susi Gut,PFZ,Christian Traber,CVP,Schul- und Sportdepartement (SSD)
789,19.08.2015,2015/273,Eduard Guggenheim,AL,Simon Kälin-Werth,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
790,28.02.2018,2018/81,Barbara Wiesmann,SP,Eva Hirsiger,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
791,30.03.2011,2011/99,Gabriele Kisker,Grüne,Ann-Catherine Nabholz,GLP,Tiefbau- und Entsorgungsdepartement (TED)
792,16.11.2016,2016/398,Katharina Prelicz-Huber,Grüne,Gabriela Rothenfluh,SP,Finanzdepartement (FD)
793,18.05.2016,2016/171,Markus Knauss,Grüne,Christian Traber,CVP,Polizeidepartement (PD)
794,14.12.2011,2011/496,Kathy Steiner,Grüne,Simone Brander,SP,Polizeidepartement (PD)
795,19.06.2019,2019/282,Olivia Romanelli,AL,Brigitte Fürer,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
796,8.2.2006,2006/56,Pierino Cerliani,Grüne,Robert Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
797,03.06.2009,2009/241,Mario Mariani,CVP,Hanspeter Kunz,EVP,Tiefbau- und Entsorgungsdepartement (TED)
798,6.2.2008,2008/90,Mischa Morgenbesser,FDP,Richard Rabelbauer,EVP,Sozialdepartement (SD)
799,26.5.2004,2004/262,Susi Gut,PFZ,Hansruedi Bär,SVP,Schul- und Sportdepartement (SSD)
800,07.12.2011,2011/469,Rebekka Wyler,SP,Walter Angst,AL,Finanzdepartement (FD)
801,17.06.2009,2009/269,Marcel Z'graggen,CVP,Peter Anderegg,EVP,Finanzdepartement (FD)
802,27.11.2019,2019/519,Nicole Giger,SP,Sven Sobernheim,GLP,Schul- und Sportdepartement (SSD)
803,22.9.2004,2004/512,Franziska Graf,SP,Thomas  Kappeler,CVP,Gesundheits- und Umweltdepartement (GUD)
804,12.06.2019,2019/257,Sven Sobernheim,GLP,Res Marti,Grüne,Sicherheitsdepartement (SID)
805,03.09.2014,2014/274,Eduard Guggenheim,AL,Adrian Gautschi,GLP,Tiefbau- und Entsorgungsdepartement (TED)
807,13.6.2007,2007/348,Albert Leiser,FDP,Niklaus Scherr,AL,Tiefbau- und Entsorgungsdepartement (TED)
808,7.7.1999,1999/312,Balthasar Glättli,Grüne,Markus Bischoff,AL,Polizeidepartement (PD)
809,1.2.2006,2006/40,Salvatore Di Concilio,SP,Robert Schönbächler,CVP,Präsidialdepartement (PRD)
811,10.5.2006,2006/173,Ernst Danner,EVP,Heinz F. Steger,FDP,Hochbaudepartement (HBD)
812,11.07.2007,2007/406,Daniel Leupi,Grüne,Claudia Nielsen,SP,Tiefbau- und Entsorgungsdepartement (TED)
813,18.05.2016,2016/167,Matthias Probst,Grüne,Davy Graf,SP,Hochbaudepartement (HBD)
814,08.01.20,2005/39,Maya Burri-Wenger,SP,Gerold Lauber,CVP,Finanzdepartement (FD)
815,25.6.2003,2003/234,Walter Angst,AL,Balthasar Glättli,Grüne,Finanzdepartement (FD)
816,19.06.2013,2013/234,Niklaus Scherr,AL,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
817,3.3.2004,2004/102,Gregor Bucher,Grüne,Mark Richli,SP,Schul- und Sportdepartement (SSD)
818,1.11.2000,2000/526,Niklaus Scherr,AL,Heinz Jacobi,SP,Departement der Industriellen Betriebe (DIB)
819,09.06.2010,2010/254,Sacha Walker,GLP,Rebekka Wyler,SP,Polizeidepartement (PD)
820,22.10.2003,2003/383,Susi Gut,PFZ,Bruno Wohler,SVP,Polizeidepartement (PD)
821,15.12.2004,2004/670,Hans Jörg Käppeli,SP,Kurt Maeder,CVP,Tiefbau- und Entsorgungsdepartement (TED)
822,01.04.2009,2009/121,Monika Bloch Süss,CSP,Marianne Spieler Frauenfelder,SP,Tiefbau- und Entsorgungsdepartement (TED)
823,2.2.2000,2000/35,Robert Schönbächler,CVP,Andres Türler,FDP,Tiefbau- und Entsorgungsdepartement (TED)
824,24.1.2007,2007/28,Bernhard Piller,Grüne,André Odermatt,SP,Departement der Industriellen Betriebe (DIB)
825,26.05.2010,2006/577,Pierino Cerliani,Grüne,Claudia Rabelbauer,EVP,Finanzdepartement (FD)
826,08.06.2016,2016/205,Urs Egger,FDP,Anjushka Früh,SP,Schul- und Sportdepartement (SSD)
827,22.10.2014,2014/328,Renate Fischer,SP,Eduard Guggenheim,AL,Hochbaudepartement (HBD)
828,23.6.2004,2004/328,Alexander Jäger,FDP,Pierino Cerliani,Grüne,Polizeidepartement (PD)
829,29.05.2013,2013/195,Michel Urben,SP,Karin Meier-Bohrer,Grüne,Finanzdepartement (FD)
830,9.6.2004,2004/300,Niklaus Scherr,AL,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
832,23.3.2005,2005/107,Maya Burri-Wenger,SP,Roger Tognella,FDP,Polizeidepartement (PD)
834,13.01.2010,2010/24,Hans Jörg Käppeli,SP,Ruth Ackermann,CVP,Tiefbau- und Entsorgungsdepartement (TED)
835,13.11.2019,2019/486,Anjushka Früh,SP,Katharina Prelicz-Huber,Grüne,Sozialdepartement (SD)
836,17.04.2013,2013/156,Alan David Sangines,SP,Samuel Dubno,GLP,Sozialdepartement (SD)
837,18.4.2007,2007/214,Balthasar Glättli,Grüne,Jacqueline Badran,SP,Finanzdepartement (FD)
839,30.5.2001,2001/286,Bruno Sidler,SVP,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
840,23.01.2019,2019/28,Markus Baumann,GLP,Marcel Tobler,SP,Sozialdepartement (SD)
842,21.06.2017,2017/201,Isabel Garcia,GLP,Michael Schmid,FDP,Schul- und Sportdepartement (SSD)
843,30.5.2001,2001/287,Markus Schwyn,PFZ,Rolf André Siegenthaler-Benz,SVP,Finanzdepartement (FD)
844,24.10.2007,2007/567,Mauro Tuena,SVP,Urs Egger,FDP,Präsidialdepartement (PRD)
845,13.01.2010,2010/25,Matthias Probst,Grüne,Salvatore Di Concilio,SP,Hochbaudepartement (HBD)
846,21.03.2018,2018/119,Markus Knauss,Grüne,Simone Brander,SP,Sicherheitsdepartement (SID)
847,25.2.2004,2004/87,Susi Gut,PFZ,Monika Erfigen,SVP,Polizeidepartement (PD)
848,12.03.2014,2014/69,Duri Beer,SP,Peider Filli,Grüne,Finanzdepartement (FD)
849,12.11.2003,2003/427,Susi Gut,PFZ,Mauro Tuena,SVP,Schul- und Sportdepartement (SSD)
850,6.12.2006,2006/576,Pierino Cerliani,Grüne,Mario Mariani,CVP,Departement der Industriellen Betriebe (DIB)
851,24.1.2007,2007/29,Karin Rykart Sutter,Grüne,Hans Urs von Matt,SP,Finanzdepartement (FD)
852,1.10.2003,2003/369,Daniel Leupi,Grüne,Christian Traber,CVP,Departement der Industriellen Betriebe (DIB)
853,12.1.2000,2000/20,Markus Schwyn,PFZ,Hansruedi Bär,SVP,Sozialdepartement (SD)
854,30.10.2013,2013/369,Marcel Schönbächler,CVP,Peter Küng,SP,Finanzdepartement (FD)
855,23.11.2005,2005/489,Balthasar Glättli,Grüne,Gerold Lauber,CVP,Tiefbau- und Entsorgungsdepartement (TED)
856,7.1.2009,2009/10,Daniel Meier,CVP,Peter Anderegg,EVP,Gesundheits- und Umweltdepartement (GUD)
857,18.04.2012,2008/333,Martin Sarbach,SP,Markus Knauss,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
858,01.04.2009,2009/120,Hans Bachmann,FDP,Peter Anderegg,EVP,Polizeidepartement (PD)
859,15.12.2004,2004/671,Hans Jörg Käppeli,SP,Kurt Maeder,CVP,Departement der Industriellen Betriebe (DIB)
860,08.01.20,2018/327,Pascal Lamprecht,SP,Markus Baumann,GLP,Sicherheitsdepartement (SID)
861,3.3.2004,2004/103,Ueli Nagel,Grüne,Franziska Graf,SP,Gesundheits- und Umweltdepartement (GUD)
862,05.09.2018,2018/333,Christina Schiller,AL,Luca Maggi,Grüne,Finanzdepartement (FD)
863,15.12.2004,2004/665,Myriam Barzotto,SP,Christoph Hug,Grüne,Gesundheits- und Umweltdepartement (GUD)
864,09.09.2015,2015/304,Linda Bär,SP,Felix Moser,Grüne,Polizeidepartement (PD)
865,26.03.2014,2014/96,Eva-Maria Würth,SP,Karin Weyermann,CVP,Tiefbau- und Entsorgungsdepartement (TED)
866,20.03.2019,2019/108,Markus Baumann,GLP,Marco Geissbühler,SP,Sozialdepartement (SD)
867,18.6.2008,2008/284,Niklaus Scherr,AL,Jacqueline Badran,SP,Finanzdepartement (FD)
868,19.06.2013,2013/235,Guido Trevisan,GLP,Marcel Schönbächler,CVP,Departement der Industriellen Betriebe (DIB)
869,12.1.2005,2005/10,Martin Burger,SVP,Susi Gut,PFZ,Schul- und Sportdepartement (SSD)
870,29.01.20,2003/235,Walter Angst,AL,Balthasar Glättli,Grüne,Finanzdepartement (FD)
871,5.12.2007,2007/639,Walter Angst,AL,Jean-Claude Virchaux,CVP,Sozialdepartement (SD)
872,05.06.2013,2013/209,Marco Denoth,SP,Markus Hungerbühler,CVP,Polizeidepartement (PD)
873,13.9.2000,2000/447,Markus Schwyn,PFZ,Mauro Tuena,SVP,Präsidialdepartement (PRD)
874,14.06.2017,2017/188,Ann-Catherine Nabholz,GLP,Gabriele Kisker,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
875,06.01.2010,2010/1,Gabriele Kisker,Grüne,Andrew Katumba,SP,Finanzdepartement (FD)
876,18.05.2016,2016/172,Eduard Guggenheim,AL,Renate Fischer,SP,Hochbaudepartement (HBD)
877,14.12.2011,2011/495,Hans Jörg Käppeli,SP,Thomas Wyss,Grüne,Departement der Industriellen Betriebe (DIB)
878,19.6.2002,2002/218,Marcel Savarioud,SP,Gerold Lauber,CVP,Gesundheits- und Umweltdepartement (GUD)
879,26.5.2004,2004/261,Bernhard Britschgi,SVP,Susi Gut,PFZ,Polizeidepartement (PD)
880,04.12.2019,2019/524,Marion Schmid,SP,Corina Ursprung,FDP,Sozialdepartement (SD)
881,13.6.2001,2001/330,Markus Schwyn,PFZ,Marina Garzotto,SVP,Präsidialdepartement (PRD)
882,03.09.2014,2014/275,Markus Knauss,Grüne,Simone Brander,SP,Tiefbau- und Entsorgungsdepartement (TED)
883,10.06.2009,2009/256,Pierino Cerliani,Grüne,Jean-Daniel Strub,SP,Präsidialdepartement (PRD)
884,06.02.2008,2008/87,Gregor Bucher,Grüne,Mischa Morgenbesser,FDP,Schul- und Sportdepartement (SSD)
885,04.12.2019,2019/530,Florian Utz,SP,Matthias Probst,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
886,6.6.2001,2001/318,Renate Schoch,AL,Thelma Huber,FraP,Hochbaudepartement (HBD)
887,12.5.2004,2004/249,Susi Gut,PFZ,Kurt Haueter,SVP,Hochbaudepartement (HBD)
888,21.8.2002,2002/280,Georg Schmid,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
889,22.05.2019,2019/225,Elena Marti,Grüne,Alan David Sangines,SP,Sicherheitsdepartement (SID)
890,3.7.2002,2002/243,Georg Schmid,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
891,23.03.2016,2016/101,Marcel Bührig,Grüne,Eduard Guggenheim,AL,Gesundheits- und Umweltdepartement (GUD)
892,27.11.2002,2002/519,Rolf Kuhn,SP,Anton Stäbler,CVP,Sozialdepartement (SD)
893,14.3.2001,2001/155,Luzi Rüegg,SVP,Markus Schwyn,PFZ,Hochbaudepartement (HBD)
894,21.3.2001,2001/169,Markus Schwyn,PFZ,Bruno Sidler,SVP,Finanzdepartement (FD)
895,9.3.2005,2005/88,Susi Gut,PFZ,Mauro Tuena,SVP,Departement der Industriellen Betriebe (DIB)
896,26.06.2013,2013/252,Simon Kälin-Werth,Grüne,Andreas Edelmann,SP,Departement der Industriellen Betriebe (DIB)
897,25.10.2006,2006/459,Richard Rabelbauer,EVP,Daniel Meier,CVP,Finanzdepartement (FD)
898,27.01.2016,2016/37,Guy Krayenbühl,GLP,Christoph Luchsinger,FDP,Präsidialdepartement (PRD)
899,21.11.2018,2015/405,Roger Tognella,FDP,Marco Denoth,SP,Sicherheitsdepartement (SID)
900,31.3.2004,2004/164,Gerold Lauber,CVP,Albert Leiser,FDP,Sozialdepartement (SD)
901,21.9.2005,2005/377,Susi Gut,PFZ,Mauro Tuena,SVP,Präsidialdepartement (PRD)
903,25.11.2015,2015/377,Urs Fehr,SVP,Mario Mariani,CVP,Tiefbau- und Entsorgungsdepartement (TED)
904,07.11.2018,2018/426,Corina Gredig,GLP,Jean-Daniel Strub,SP,Präsidialdepartement (PRD)
905,31.3.2004,2004/170,Susi Gut,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
906,29.01.20,2004/158,Georg Schmid,CVP,Werner Sieg,SP,Hochbaudepartement (HBD)
907,1.3.2000,2000/90,Markus Schwyn,PFZ,Marina Garzotto,SVP,Departement der Industriellen Betriebe (DIB)
908,19.11.2003,2003/440,Roger Liebi,SVP,Catrina Luchsinger Gähwiler,FDP,Finanzdepartement (FD)
910,16.01.2013,2013/13,Gian von Planta,GLP,Patrick Hadi Huber,SP,Tiefbau- und Entsorgungsdepartement (TED)
911,11.12.2013,2013/440,2013_0440 Protokollauszug Beschluss.pdf,32 KB,2013_0440 Protokollauszug substanziell.pdf,35 KB,Finanzdepartement (FD)
912,28.9.2005,2005/388,Markus Schwyn,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
913,23.09.2009,2009/437,Josef Widler,CVP,Ernst Danner,EVP,Gesundheits- und Umweltdepartement (GUD)
914,03.02.2010,2010/81,Ueli Nagel,Grüne,Christine Seidler,SP,Departement der Industriellen Betriebe (DIB)
915,13.4.2005,2005/149,Alexander Jäger,FDP,Anton Stäbler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
916,30.10.2002,2002/445,Hans-Ulrich Meier,FDP,Alexander Weber,SVP,Finanzdepartement (FD)
917,23.08.2017,2017/266,Markus Baumann,GLP,Alexander Brunner,FDP,Sozialdepartement (SD)
918,06.02.2019,2019/66,Andri Silberschmidt,FDP,Vera Ziswiler,SP,Finanzdepartement (FD)
919,30.10.2002,2002/450,Markus Schwyn,PFZ,Raphaela-Franziska Ulcay-Hauser,SVP,Gesundheits- und Umweltdepartement (GUD)
920,09.01.2013,2013/5,Esther Straub,SP,Kathy Steiner,Grüne,Polizeidepartement (PD)
921,03.06.2015,2015/174,Markus Knauss,Grüne,Simone Brander,SP,Gesundheits- und Umweltdepartement (GUD)
922,27.05.2015,2015/160,Roger-Paul Speck,SP,Sven Sobernheim,GLP,Tiefbau- und Entsorgungsdepartement (TED)
923,13.03.2019,2019/98,Markus Merki,GLP,Stefan Urech,SVP,Präsidialdepartement (PRD)
925,26.11.2003,2003/455,Markus Schwyn,PFZ,Roger Bartholdi,SVP,Tiefbau- und Entsorgungsdepartement (TED)
926,06.07.2016,2016/262,Andreas Egli,FDP,Markus Hungerbühler,CVP,Polizeidepartement (PD)
927,31.08.2016,2016/289,Karin Meier-Bohrer,Grüne,Michel Urben,SP,Schul- und Sportdepartement (SSD)
928,21.05.2014,2014/165,Andreas Kirstein,AL,Isabel Garcia,GLP,Schul- und Sportdepartement (SSD)
929,16.12.2015,2015/410,Markus Hungerbühler,CVP,Albert Leiser,FDP,Polizeidepartement (PD)
930,17.12.2003,2003/496,Susi Gut,PFZ,Roger Liebi,SVP,Präsidialdepartement (PRD)
931,12.09.2018,2018/341,Andri Silberschmidt,FDP,Gabriele Kisker,Grüne,Hochbaudepartement (HBD)
932,9.7.2008,2008/341,Walter Angst,AL,Rebekka Wyler,SP,Polizeidepartement (PD)
933,27.01.2016,2016/36,Andrea Nüssli,SP,Christian Traber,CVP,Schul- und Sportdepartement (SSD)
934,6.2.2002,2002/57,Robert Schönbächler,CVP,Willy Furter,EVP,Tiefbau- und Entsorgungsdepartement (TED)
935,25.10.2006,2006/458,Richard Rabelbauer,EVP,Daniel Meier,CVP,Finanzdepartement (FD)
936,28.3.2001,2001/197,Ruth Anhorn,SVP,Markus Schwyn,PFZ,Sozialdepartement (SD)
937,17.12.2008,2008/584,Walter Angst,AL,Balthasar Glättli,Grüne,Polizeidepartement (PD)
938,21.12.2016,2016/470,Hans Jörg Käppeli,SP,Markus Knauss,Grüne,Sicherheitsdepartement (SID)
939,12.04.2017,2017/105,Andreas Kirstein,AL,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
940,14.3.2001,2001/154,Markus Schwyn,PFZ,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
941,21.08.2013,2013/290,Martin Luchsinger,GLP,Karin Weyermann,CVP,Tiefbau- und Entsorgungsdepartement (TED)
942,13.06.2018,2018/221,Anjushka Früh,SP,Luca Maggi,Grüne,Sicherheitsdepartement (SID)
943,6.9.2000,2000/435,Markus Schwyn,PFZ,Arthur Bernet,SVP,Polizeidepartement (PD)
944,01.02.2012,2012/46,Gerhard Bosshard,EVP,Bernhard Piller,Grüne,Hochbaudepartement (HBD)
946,14.04.2010,2010/192,Hans Bachmann,FDP,Ruth Anhorn,SVP,Tiefbau- und Entsorgungsdepartement (TED)
947,23.03.2016,2016/100,Stefan Urech,SVP,Elisabeth Schoch,FDP,Polizeidepartement (PD)
948,3.7.2002,2002/242,Robert Schönbächler,CVP,Ernst Danner,EVP,Polizeidepartement (PD)
949,14.7.1999,1999/349,Silvia Seiz,SP,Niklaus Scherr,AL,Finanzdepartement (FD)
950,14.04.2010,2010/186,Marcel Z'graggen,CVP,Martin Mächler,EVP,Gesundheits- und Umweltdepartement (GUD)
951,22.01.2020,2020/23,Andri Silberschmidt,FDP,Stephan Iten,SVP,Sicherheitsdepartement (SID)
952,5.4.2000,2000/179,Markus Schwyn,PFZ,Thomas Meier,SVP,Sozialdepartement (SD)
953,26.05.2010,2000/145,Monika Spring-Gross,SP,Katharina Prelicz-Huber,Grüne,Departement der Industriellen Betriebe (DIB)
954,27.5.2009,2009/224,Jean-Claude Virchaux,CVP,Balthasar Glättli,Grüne,Finanzdepartement (FD)
955,22.8.2001,2001/424,Mauro Tuena,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
956,22.05.2019,2019/230,Elena Marti,Grüne,Ursula Näf,SP,Sozialdepartement (SD)
958,29.3.2000,2000/147,Katharina Prelicz-Huber,Grüne,Monika Spring-Gross,SP,Tiefbau- und Entsorgungsdepartement (TED)
959,29.8.2001,2001/432,Joe A. Manser,SP,Urs Lauffer,FDP,Hochbaudepartement (HBD)
960,22.05.2019,2019/232,Ezgi Akyol,AL,Luca Maggi,Grüne,Sozialdepartement (SD)
961,16.11.2011,2011/432,Jacqueline Badran,SP,Matthias Probst,Grüne,Finanzdepartement (FD)
962,12.4.2000,2000/184,Theresa G. Hensch-Stadelmann,FDP,Willy Furter,EVP,Gesundheits- und Umweltdepartement (GUD)
963,14.04.2010,2010/190,Hans Bachmann,FDP,Ruth Anhorn,SVP,Tiefbau- und Entsorgungsdepartement (TED)
